,id,game_date,season,home_team,away_team,home_score,away_score,home_is_winner,away_is_winner,game_type,away_Date,away_Current_win_pct,away_3_win_pct,away_1_win_pct,away_Home_win_pct,away_Away_win_pct,away_prev_win_pct,home_Date,home_Current_win_pct,home_3_win_pct,home_1_win_pct,home_Home_win_pct,home_Away_win_pct,home_prev_win_pct,home_r_Date,home_r_Team,home_r_Current,home_r_3,home_r_1,home_r_Home,home_r_Previous,away_r_Date,away_r_Team,away_r_Current,away_r_3,away_r_1,away_r_Home,away_r_Previous,home_opp_Date,home_opp_Team,home_opp_Current,home_opp_3,home_opp_1,home_opp_Home,home_opp_Previous,away_opp_Date,away_opp_Team,away_opp_Current,away_opp_3,away_opp_1,away_opp_Home,away_opp_Previous,home_median,away_median,home_mean,away_mean
6859,3097,2021-07-04,2021,Arizona Diamondbacks,San Francisco Giants,2,5,0,1,R,2021-07-04,0.634,0.667,1.000,0.703,0.578,0.483,2021-07-04,0.271,0.333,0.000,0.333,0.217,0.417,2021-07-04,Arizona Diamondbacks,4.19,4.67,5.00,4.72,4.48,2021-07-04,San Francisco Giants,4.94,6.67,6.00,5.03,4.98,2021-07-04,Arizona Diamondbacks,5.64,6.67,6.00,5.77,4.92,2021-07-04,San Francisco Giants,3.68,4.67,5.00,3.89,4.95,155.0,-175.0,155.3846153846154,-175.65384615384616
6865,3099,2021-07-05,2021,Miami Marlins,Los Angeles Dodgers,5,4,1,0,R,2021-07-05,0.631,1.000,1.000,0.683,0.581,0.718,2021-07-05,0.427,0.333,0.000,0.500,0.370,0.508,2021-07-05,Miami Marlins,3.96,3.33,7.00,4.08,4.23,2021-07-05,Los Angeles Dodgers,5.10,6.67,5.00,4.98,5.77,2021-07-05,Miami Marlins,3.72,3.67,8.00,3.33,4.97,2021-07-05,Los Angeles Dodgers,3.65,3.00,1.00,3.29,3.58,145.0,-167.0,144.65384615384616,-163.80769230769232
6869,3100,2021-07-05,2021,Pittsburgh Pirates,Atlanta Braves,11,1,1,0,R,2021-07-05,0.494,0.667,1.000,0.522,0.460,0.597,2021-07-05,0.361,0.333,1.000,0.415,0.310,0.317,2021-07-05,Pittsburgh Pirates,3.43,2.00,2.00,3.88,3.65,2021-07-05,Atlanta Braves,4.70,3.67,8.00,5.35,5.63,2021-07-05,Pittsburgh Pirates,4.83,6.00,0.00,4.54,4.97,2021-07-05,Atlanta Braves,4.51,3.33,7.00,4.70,4.61,165.0,-192.0,167.62962962962962,-190.77777777777777
6877,3103,2021-07-05,2021,New York Mets,Milwaukee Brewers,4,2,1,0,R,2021-07-05,0.600,0.667,0.000,0.591,0.610,0.468,2021-07-05,0.538,0.667,0.000,0.686,0.422,0.433,2021-07-05,New York Mets,3.69,6.67,2.00,3.37,4.77,2021-07-05,Milwaukee Brewers,4.41,6.00,0.00,4.43,4.02,2021-07-05,New York Mets,3.63,4.00,4.00,2.17,5.13,2021-07-05,Milwaukee Brewers,3.86,2.00,2.00,4.25,4.37,135.0,-152.0,134.1851851851852,-152.03703703703704
6881,3104,2021-07-05,2021,Texas Rangers,Detroit Tigers,3,7,0,1,R,2021-07-05,0.452,0.667,1.000,0.488,0.415,0.397,2021-07-05,0.393,0.333,0.000,0.488,0.302,0.367,2021-07-05,Texas Rangers,4.11,4.00,1.00,4.00,3.73,2021-07-05,Detroit Tigers,4.08,6.33,6.00,3.91,4.29,2021-07-05,Texas Rangers,4.73,4.00,4.00,4.20,5.2,2021-07-05,Detroit Tigers,4.89,6.00,5.00,4.53,5.48,-149.0,130.0,-148.77777777777777,132.2962962962963
6885,3105,2021-07-05,2021,Chicago Cubs,Philadelphia Phillies,3,13,0,1,R,2021-07-05,0.482,0.667,0.000,0.600,0.366,0.467,2021-07-05,0.500,0.000,0.000,0.667,0.356,0.548,2021-07-05,Chicago Cubs,4.13,1.67,2.00,4.77,4.29,2021-07-05,Philadelphia Phillies,4.22,3.00,1.00,4.55,5.1,2021-07-05,Chicago Cubs,4.19,2.67,3.00,3.56,3.98,2021-07-05,Philadelphia Phillies,4.60,5.33,11.00,4.38,5.18,-139.0,120.0,-138.73684210526315,120.3157894736842
6889,3106,2021-07-05,2021,Kansas City Royals,Cincinnati Reds,2,6,0,1,R,2021-07-05,0.518,1.000,1.000,0.535,0.500,0.5,2021-07-05,0.422,0.667,0.000,0.500,0.349,0.433,2021-07-05,Kansas City Royals,4.12,5.00,2.00,4.78,4.13,2021-07-05,Cincinnati Reds,4.89,2.67,3.00,5.53,3.92,2021-07-05,Kansas City Royals,5.10,4.33,6.00,5.15,4.53,2021-07-05,Cincinnati Reds,4.90,1.67,2.00,5.19,4.02,-120.0,103.0,-117.96153846153847,88.73076923076923
6893,3107,2021-07-05,2021,Los Angeles Angels,Boston Red Sox,4,5,0,1,R,2021-07-05,0.624,0.667,1.000,0.614,0.634,0.4,2021-07-05,0.506,1.000,1.000,0.558,0.450,0.433,2021-07-05,Los Angeles Angels,4.95,6.00,6.00,5.56,4.9,2021-07-05,Boston Red Sox,5.12,3.33,1.00,5.39,4.87,2021-07-05,Los Angeles Angels,5.29,4.33,5.00,5.00,5.35,2021-07-05,Boston Red Sox,4.38,3.00,0.00,4.59,5.85,-105.0,-110.0,-90.37037037037037,-93.81481481481481
6905,3110,2021-07-06,2021,Pittsburgh Pirates,Atlanta Braves,2,1,1,0,R,2021-07-06,0.488,0.333,0.000,0.522,0.447,0.597,2021-07-06,0.369,0.667,1.000,0.429,0.310,0.317,2021-07-06,Pittsburgh Pirates,3.52,5.00,11.00,4.05,3.65,2021-07-06,Atlanta Braves,4.65,3.67,1.00,5.35,5.63,2021-07-06,Pittsburgh Pirates,4.79,4.00,1.00,4.45,4.97,2021-07-06,Atlanta Braves,4.58,7.00,11.00,4.70,4.61,150.0,-175.0,150.19230769230768,-171.69230769230768
6909,3111,2021-07-06,2021,Miami Marlins,Los Angeles Dodgers,2,1,1,0,R,2021-07-06,0.624,0.667,0.000,0.683,0.568,0.718,2021-07-06,0.434,0.667,1.000,0.514,0.370,0.508,2021-07-06,Miami Marlins,3.98,5.00,5.00,4.11,4.23,2021-07-06,Los Angeles Dodgers,5.08,4.67,4.00,4.98,5.77,2021-07-06,Miami Marlins,3.72,4.67,4.00,3.35,4.97,2021-07-06,Los Angeles Dodgers,3.67,3.00,5.00,3.29,3.58,118.0,-135.0,118.84,-134.64
6913,3112,2021-07-06,2021,Texas Rangers,Detroit Tigers,10,5,1,0,R,2021-07-06,0.459,1.000,1.000,0.488,0.429,0.397,2021-07-06,0.388,0.333,0.000,0.476,0.302,0.367,2021-07-06,Texas Rangers,4.09,3.67,3.00,3.98,3.73,2021-07-06,Detroit Tigers,4.12,8.00,7.00,3.91,4.29,2021-07-06,Texas Rangers,4.75,4.67,7.00,4.26,5.2,2021-07-06,Detroit Tigers,4.87,4.33,3.00,4.53,5.48,-177.0,155.0,-178.26923076923077,155.80769230769232
6917,3113,2021-07-06,2021,Chicago Cubs,Philadelphia Phillies,10,15,0,1,R,2021-07-06,0.488,0.667,1.000,0.600,0.381,0.467,2021-07-06,0.494,0.000,0.000,0.650,0.356,0.548,2021-07-06,Chicago Cubs,4.12,2.33,3.00,4.73,4.29,2021-07-06,Philadelphia Phillies,4.33,6.00,13.00,4.55,5.1,2021-07-06,Chicago Cubs,4.29,6.33,13.00,3.80,3.98,2021-07-06,Philadelphia Phillies,4.59,5.33,3.00,4.38,5.18,115.0,-130.0,115.16666666666667,-129.79166666666666
6925,3115,2021-07-06,2021,Houston Astros,Oakland Athletics,9,6,1,0,R,2021-07-06,0.570,0.333,0.000,0.551,0.595,0.582,2021-07-06,0.612,1.000,1.000,0.619,0.605,0.507,2021-07-06,Houston Astros,5.58,4.33,4.00,5.38,4.67,2021-07-06,Oakland Athletics,4.45,3.00,0.00,4.16,4.6,2021-07-06,Houston Astros,3.96,2.67,3.00,4.26,4.44,2021-07-06,Oakland Athletics,4.12,3.33,1.00,4.35,4.12,-149.0,135.0,-152.30769230769232,134.76923076923077
6931,3117,2021-07-06,2021,Los Angeles Angels,Boston Red Sox,5,3,1,0,R,2021-07-06,0.628,0.667,1.000,0.614,0.643,0.4,2021-07-06,0.500,0.667,0.000,0.546,0.450,0.433,2021-07-06,Los Angeles Angels,4.94,4.67,4.00,5.52,4.9,2021-07-06,Boston Red Sox,5.12,4.00,5.00,5.39,4.87,2021-07-06,Los Angeles Angels,5.29,3.67,5.00,5.00,5.35,2021-07-06,Boston Red Sox,4.37,3.67,4.00,4.59,5.85,100.0,-115.5,23.53846153846154,-114.76923076923077
6935,3118,2021-07-06,2021,Arizona Diamondbacks,Colorado Rockies,4,3,1,0,R,2021-07-06,0.435,0.667,1.000,0.646,0.162,0.433,2021-07-06,0.267,0.000,0.000,0.325,0.217,0.417,2021-07-06,Arizona Diamondbacks,4.16,3.67,2.00,4.65,4.48,2021-07-06,Colorado Rockies,4.31,3.00,3.00,5.60,4.58,2021-07-06,Arizona Diamondbacks,5.63,7.33,5.00,5.75,4.92,2021-07-06,Colorado Rockies,4.94,4.33,2.00,4.54,5.88,-120.0,105.0,-120.44,105.6
6945,3121,2021-07-06,2021,Seattle Mariners,New York Yankees,1,12,0,1,R,2021-07-06,0.506,0.333,1.000,0.511,0.500,0.552,2021-07-06,0.529,0.667,1.000,0.605,0.452,0.45,2021-07-06,Seattle Mariners,4.14,4.00,4.00,3.95,4.23,2021-07-06,New York Yankees,4.11,4.00,4.00,4.22,5.39,2021-07-06,Seattle Mariners,4.64,4.00,1.00,3.93,5.05,2021-07-06,New York Yankees,4.24,6.67,2.00,4.16,4.52,130.0,-149.0,130.84615384615384,-148.07692307692307
6951,3123,2021-07-06,2021,New York Mets,Milwaukee Brewers,Unknown,Unknown,Unknown,Unknown,R,2021-07-06,0.593,0.333,0.000,0.591,0.595,0.468,2021-07-06,0.543,0.667,1.000,0.694,0.422,0.433,2021-07-06,New York Mets,3.69,5.33,4.00,3.39,4.77,2021-07-06,Milwaukee Brewers,4.38,4.33,2.00,4.43,4.02,2021-07-06,New York Mets,3.60,3.67,2.00,2.17,5.13,2021-07-06,Milwaukee Brewers,3.86,2.67,4.00,4.25,4.37,-278.0,230.0,-275.46153846153845,233.84615384615384
6971,3126,2021-07-07,2021,Pittsburgh Pirates,Atlanta Braves,3,14,0,1,R,2021-07-07,0.482,0.333,0.000,0.522,0.436,0.597,2021-07-07,0.377,1.000,1.000,0.442,0.310,0.317,2021-07-07,Pittsburgh Pirates,3.51,5.00,2.00,4.00,3.65,2021-07-07,Atlanta Braves,4.61,3.33,1.00,5.35,5.63,2021-07-07,Pittsburgh Pirates,4.74,0.67,1.00,4.37,4.97,2021-07-07,Atlanta Braves,4.55,6.67,2.00,4.70,4.61,135.0,-154.0,136.23076923076923,-154.34615384615384
6977,3128,2021-07-07,2021,Texas Rangers,Detroit Tigers,3,5,0,1,R,2021-07-07,0.454,0.667,0.000,0.488,0.419,0.397,2021-07-07,0.395,0.333,1.000,0.488,0.302,0.367,2021-07-07,Texas Rangers,4.16,4.67,10.00,4.12,3.73,2021-07-07,Detroit Tigers,4.13,6.00,5.00,3.91,4.29,2021-07-07,Texas Rangers,4.76,5.33,5.00,4.28,5.2,2021-07-07,Detroit Tigers,4.93,6.00,10.00,4.53,5.48,-159.0,136.5,-157.80769230769232,139.6153846153846
6981,3129,2021-07-07,2021,Kansas City Royals,Cincinnati Reds,2,5,0,1,R,2021-07-07,0.518,0.667,0.000,0.535,0.500,0.5,2021-07-07,0.424,0.333,1.000,0.500,0.349,0.433,2021-07-07,Kansas City Royals,4.13,3.67,7.00,4.76,4.13,2021-07-07,Cincinnati Reds,4.92,5.00,6.00,5.53,3.92,2021-07-07,Kansas City Royals,5.12,6.00,6.00,5.19,4.53,2021-07-07,Cincinnati Reds,4.89,3.67,7.00,5.19,4.02,125.0,-145.0,126.6923076923077,-143.15384615384616
7017,3132,2021-07-07,2021,Los Angeles Angels,Boston Red Sox,5,4,1,0,R,2021-07-07,0.621,0.667,0.000,0.614,0.628,0.4,2021-07-07,0.506,0.667,1.000,0.556,0.450,0.433,2021-07-07,Los Angeles Angels,4.94,5.00,5.00,5.51,4.9,2021-07-07,Boston Red Sox,5.09,3.00,3.00,5.39,4.87,2021-07-07,Los Angeles Angels,5.26,4.33,3.00,4.96,5.35,2021-07-07,Boston Red Sox,4.38,3.00,5.00,4.59,5.85,116.0,-133.0,116.26923076923077,-130.80769230769232
7021,3133,2021-07-07,2021,Baltimore Orioles,Toronto Blue Jays,2,10,0,1,R,2021-07-07,0.518,0.333,0.000,0.487,0.546,0.516,2021-07-07,0.329,0.333,1.000,0.333,0.326,0.417,2021-07-07,Baltimore Orioles,4.15,4.33,7.00,4.44,4.57,2021-07-07,Toronto Blue Jays,5.16,4.00,5.00,5.72,4.92,2021-07-07,Baltimore Orioles,5.47,5.00,5.00,6.05,4.9,2021-07-07,Toronto Blue Jays,4.30,5.00,7.00,4.97,5.21,185.0,-210.5,183.34615384615384,-211.15384615384616
7029,3135,2021-07-07,2021,Chicago Cubs,Philadelphia Phillies,8,3,1,0,R,2021-07-07,0.494,0.667,1.000,0.600,0.395,0.467,2021-07-07,0.488,0.000,0.000,0.634,0.356,0.548,2021-07-07,Chicago Cubs,4.19,5.00,10.00,4.85,4.29,2021-07-07,Philadelphia Phillies,4.46,9.67,15.00,4.55,5.1,2021-07-07,Chicago Cubs,4.42,10.33,15.00,4.07,3.98,2021-07-07,Philadelphia Phillies,4.65,8.00,10.00,4.38,5.18,125.0,-144.0,125.46153846153847,-141.57692307692307
7033,3136,2021-07-07,2021,Houston Astros,Oakland Athletics,4,3,1,0,R,2021-07-07,0.563,0.333,0.000,0.551,0.579,0.582,2021-07-07,0.616,1.000,1.000,0.628,0.605,0.507,2021-07-07,Houston Astros,5.62,5.33,9.00,5.47,4.67,2021-07-07,Oakland Athletics,4.47,4.33,6.00,4.16,4.6,2021-07-07,Houston Astros,3.99,3.67,6.00,4.30,4.44,2021-07-07,Oakland Athletics,4.17,5.33,9.00,4.35,4.12,-149.0,130.0,-148.80769230769232,132.3846153846154
7037,3137,2021-07-07,2021,Arizona Diamondbacks,Colorado Rockies,6,4,1,0,R,2021-07-07,0.430,0.667,0.000,0.646,0.158,0.433,2021-07-07,0.276,0.333,1.000,0.342,0.217,0.417,2021-07-07,Arizona Diamondbacks,4.16,3.67,4.00,4.63,4.48,2021-07-07,Colorado Rockies,4.29,3.00,3.00,5.60,4.58,2021-07-07,Arizona Diamondbacks,5.60,4.67,3.00,5.68,4.92,2021-07-07,Colorado Rockies,4.93,2.67,4.00,4.54,5.88,-113.0,-0.5,-77.83333333333333,0.8333333333333334
7043,3139,2021-07-07,2021,San Diego Padres,Washington Nationals,5,15,0,1,R,2021-07-07,0.488,0.333,0.000,0.522,0.447,0.433,2021-07-07,0.580,0.667,1.000,0.660,0.488,0.591,2021-07-07,San Diego Padres,4.65,7.67,7.00,4.47,5.35,2021-07-07,Washington Nationals,4.06,4.00,4.00,3.63,4.88,2021-07-07,San Diego Padres,3.66,4.00,4.00,3.34,4.24,2021-07-07,Washington Nationals,4.23,5.67,7.00,3.65,5.02,-179.0,157.0,-179.3846153846154,157.65384615384616
7047,3140,2021-07-07,2021,Seattle Mariners,New York Yankees,4,5,0,1,R,2021-07-07,0.512,0.667,1.000,0.511,0.513,0.552,2021-07-07,0.523,0.333,0.000,0.591,0.452,0.45,2021-07-07,Seattle Mariners,4.10,2.67,1.00,3.89,4.23,2021-07-07,New York Yankees,4.20,7.00,12.00,4.22,5.39,2021-07-07,Seattle Mariners,4.72,6.67,12.00,4.11,5.05,2021-07-07,New York Yankees,4.20,4.33,1.00,4.16,4.52,104.0,-120.0,104.46153846153847,-118.84615384615384
7051,3141,2021-07-08,2021,Miami Marlins,Los Angeles Dodgers,1,6,0,1,R,2021-07-08,0.609,0.000,0.000,0.683,0.544,0.718,2021-07-08,0.447,1.000,1.000,0.539,0.370,0.508,2021-07-08,Miami Marlins,4.01,5.33,9.00,4.18,4.23,2021-07-08,Los Angeles Dodgers,5.05,3.67,6.00,4.98,5.77,2021-07-08,Miami Marlins,3.72,3.67,6.00,3.36,4.97,2021-07-08,Los Angeles Dodgers,3.71,5.33,9.00,3.29,3.58,140.0,-162.5,141.6153846153846,-160.19230769230768
7055,3142,2021-07-08,2021,Houston Astros,Oakland Athletics,1,2,0,1,R,2021-07-08,0.557,0.000,0.000,0.551,0.564,0.582,2021-07-08,0.621,1.000,1.000,0.636,0.605,0.507,2021-07-08,Houston Astros,5.60,5.67,4.00,5.43,4.67,2021-07-08,Oakland Athletics,4.45,3.00,3.00,4.16,4.6,2021-07-08,Houston Astros,3.98,4.00,3.00,4.27,4.44,2021-07-08,Oakland Athletics,4.17,4.67,4.00,4.35,4.12,-169.0,150.0,-171.96296296296296,152.14814814814815
7059,3143,2021-07-08,2021,Arizona Diamondbacks,Colorado Rockies,3,9,0,1,R,2021-07-08,0.425,0.333,0.000,0.646,0.154,0.433,2021-07-08,0.284,0.667,1.000,0.357,0.217,0.417,2021-07-08,Arizona Diamondbacks,4.18,4.00,6.00,4.67,4.48,2021-07-08,Colorado Rockies,4.29,3.33,4.00,5.60,4.58,2021-07-08,Arizona Diamondbacks,5.58,4.00,4.00,5.64,4.92,2021-07-08,Colorado Rockies,4.94,4.00,6.00,4.54,5.88,-141.0,122.0,-139.5,122.96153846153847
7063,3144,2021-07-08,2021,Seattle Mariners,New York Yankees,4,0,1,0,R,2021-07-08,0.518,1.000,1.000,0.511,0.525,0.552,2021-07-08,0.517,0.333,0.000,0.578,0.452,0.45,2021-07-08,Seattle Mariners,4.10,3.00,4.00,3.89,4.23,2021-07-08,New York Yankees,4.21,7.00,5.00,4.22,5.39,2021-07-08,Seattle Mariners,4.72,6.00,5.00,4.13,5.05,2021-07-08,New York Yankees,4.20,2.33,4.00,4.16,4.52,124.0,-143.0,125.14814814814815,-141.62962962962962
7069,3146,2021-07-08,2021,Chicago Cubs,Philadelphia Phillies,0,8,0,1,R,2021-07-08,0.488,0.667,0.000,0.600,0.386,0.467,2021-07-08,0.494,0.333,1.000,0.643,0.356,0.548,2021-07-08,Chicago Cubs,4.23,7.00,8.00,4.93,4.29,2021-07-08,Philadelphia Phillies,4.44,10.33,3.00,4.55,5.1,2021-07-08,Chicago Cubs,4.40,10.33,3.00,4.05,3.98,2021-07-08,Philadelphia Phillies,4.69,7.00,8.00,4.38,5.18,-114.0,-103.0,-112.68,-29.48
7073,3147,2021-07-08,2021,Minnesota Twins,Detroit Tigers,5,3,1,0,R,2021-07-08,0.460,0.667,1.000,0.488,0.432,0.397,2021-07-08,0.412,0.333,0.000,0.419,0.405,0.581,2021-07-08,Minnesota Twins,4.60,3.33,1.00,4.51,4.37,2021-07-08,Detroit Tigers,4.14,5.67,5.00,3.91,4.29,2021-07-08,Minnesota Twins,5.41,5.00,6.00,5.37,3.58,2021-07-08,Detroit Tigers,4.91,5.33,3.00,4.53,5.48,-135.0,120.0,-133.37037037037038,118.11111111111111
7077,3148,2021-07-08,2021,Milwaukee Brewers,Cincinnati Reds,5,3,1,0,R,2021-07-08,0.523,0.667,1.000,0.535,0.512,0.5,2021-07-08,0.591,0.333,1.000,0.591,0.591,0.468,2021-07-08,Milwaukee Brewers,4.38,3.33,5.00,4.43,4.02,2021-07-08,Cincinnati Reds,4.92,5.67,5.00,5.53,3.92,2021-07-08,Milwaukee Brewers,3.82,2.67,0.00,4.25,4.37,2021-07-08,Cincinnati Reds,4.86,3.67,2.00,5.19,4.02,-115.0,-103.0,-113.22222222222223,-26.925925925925927
7081,3149,2021-07-08,2021,San Diego Padres,Washington Nationals,9,8,1,0,R,2021-07-08,0.494,0.667,1.000,0.522,0.462,0.433,2021-07-08,0.573,0.333,0.000,0.646,0.488,0.591,2021-07-08,San Diego Padres,4.65,5.67,5.00,4.48,5.35,2021-07-08,Washington Nationals,4.19,8.67,15.00,3.63,4.88,2021-07-08,San Diego Padres,3.79,8.67,15.00,3.58,4.24,2021-07-08,Washington Nationals,4.24,5.67,5.00,3.65,5.02,-141.0,123.0,-140.03703703703704,123.55555555555556
7085,3150,2021-07-08,2021,Baltimore Orioles,Toronto Blue Jays,Unknown,Unknown,Unknown,Unknown,R,2021-07-08,0.524,0.333,1.000,0.487,0.556,0.516,2021-07-08,0.326,0.333,0.000,0.325,0.326,0.417,2021-07-08,Baltimore Orioles,4.13,4.67,2.00,4.38,4.57,2021-07-08,Toronto Blue Jays,5.21,5.33,10.00,5.72,4.92,2021-07-08,Baltimore Orioles,5.52,7.00,10.00,6.15,4.9,2021-07-08,Toronto Blue Jays,4.27,4.67,2.00,4.97,5.21,180.0,-213.0,182.5185185185185,-210.2962962962963
7107,3157,2021-07-09,2021,Boston Red Sox,Philadelphia Phillies,11,5,1,0,R,2021-07-09,0.494,0.667,1.000,0.600,0.400,0.467,2021-07-09,0.614,0.333,0.000,0.614,0.614,0.4,2021-07-09,Boston Red Sox,5.08,4.00,4.00,5.39,4.87,2021-07-09,Philadelphia Phillies,4.48,8.67,8.00,4.55,5.1,2021-07-09,Boston Red Sox,4.39,4.67,5.00,4.59,5.85,2021-07-09,Philadelphia Phillies,4.64,6.00,0.00,4.38,5.18,-125.0,110.0,-125.25925925925925,111.22222222222223
7111,3158,2021-07-09,2021,Miami Marlins,Atlanta Braves,0,5,0,1,R,2021-07-09,0.488,0.333,1.000,0.522,0.450,0.597,2021-07-09,0.442,0.667,0.000,0.525,0.370,0.508,2021-07-09,Miami Marlins,3.98,4.00,1.00,4.10,4.23,2021-07-09,Atlanta Braves,4.72,5.33,14.00,5.35,5.63,2021-07-09,Miami Marlins,3.74,4.33,6.00,3.43,4.97,2021-07-09,Atlanta Braves,4.53,5.33,3.00,4.70,4.61,116.0,-135.0,116.33333333333333,-131.66666666666666
7115,3159,2021-07-09,2021,Texas Rangers,Oakland Athletics,3,2,1,0,R,2021-07-09,0.562,0.333,1.000,0.551,0.575,0.582,2021-07-09,0.391,0.333,0.000,0.477,0.302,0.367,2021-07-09,Texas Rangers,4.15,5.33,3.00,4.09,3.73,2021-07-09,Oakland Athletics,4.43,3.67,2.00,4.16,4.6,2021-07-09,Texas Rangers,4.76,5.67,5.00,4.30,5.2,2021-07-09,Oakland Athletics,4.13,4.67,1.00,4.35,4.12,120.0,-137.0,120.88888888888889,-136.33333333333334
7119,3160,2021-07-09,2021,Minnesota Twins,Detroit Tigers,4,2,1,0,R,2021-07-09,0.455,0.333,0.000,0.488,0.422,0.397,2021-07-09,0.419,0.333,1.000,0.432,0.405,0.581,2021-07-09,Minnesota Twins,4.60,2.33,5.00,4.52,4.37,2021-07-09,Detroit Tigers,4.13,4.33,3.00,3.91,4.29,2021-07-09,Minnesota Twins,5.38,4.33,3.00,5.32,3.58,2021-07-09,Detroit Tigers,4.91,6.00,5.00,4.53,5.48,-233.0,198.0,-230.07407407407408,197.33333333333334
7127,3162,2021-07-09,2021,Milwaukee Brewers,Cincinnati Reds,0,2,0,1,R,2021-07-09,0.517,0.333,0.000,0.535,0.500,0.5,2021-07-09,0.596,0.667,1.000,0.600,0.591,0.468,2021-07-09,Milwaukee Brewers,4.38,4.33,5.00,4.44,4.02,2021-07-09,Cincinnati Reds,4.90,4.67,3.00,5.53,3.92,2021-07-09,Milwaukee Brewers,3.81,2.33,3.00,4.22,4.37,2021-07-09,Cincinnati Reds,4.86,4.67,5.00,5.19,4.02,-108.0,-106.0,-99.81481481481481,-99.22222222222223
7139,3165,2021-07-09,2021,San Diego Padres,Colorado Rockies,4,2,1,0,R,2021-07-09,0.432,0.333,1.000,0.646,0.175,0.433,2021-07-09,0.578,0.667,1.000,0.653,0.488,0.591,2021-07-09,San Diego Padres,4.70,7.00,9.00,4.57,5.35,2021-07-09,Colorado Rockies,4.34,5.33,9.00,5.60,4.58,2021-07-09,San Diego Padres,3.83,9.00,8.00,3.67,4.24,2021-07-09,Colorado Rockies,4.92,4.33,3.00,4.54,5.88,-233.0,198.0,-230.55555555555554,196.44444444444446
7143,3166,2021-07-09,2021,Seattle Mariners,Los Angeles Angels,7,3,1,0,R,2021-07-09,0.512,0.667,1.000,0.565,0.450,0.433,2021-07-09,0.523,0.333,1.000,0.587,0.452,0.45,2021-07-09,Seattle Mariners,4.10,3.00,4.00,3.89,4.23,2021-07-09,Los Angeles Angels,4.94,4.67,5.00,5.50,4.9,2021-07-09,Seattle Mariners,4.67,5.67,0.00,4.04,5.05,2021-07-09,Los Angeles Angels,5.24,4.00,4.00,4.93,5.35,110.0,-125.0,111.11538461538461,-126.65384615384616
7147,3167,2021-07-10,2021,Tampa Bay Rays,Toronto Blue Jays,5,2,1,0,R,2021-07-10,0.518,0.333,0.000,0.487,0.544,0.516,2021-07-10,0.591,1.000,1.000,0.628,0.556,0.638,2021-07-10,Tampa Bay Rays,4.93,6.33,7.00,4.51,4.6,2021-07-10,Toronto Blue Jays,5.16,5.33,1.00,5.72,4.92,2021-07-10,Tampa Bay Rays,3.98,0.67,1.00,3.21,3.88,2021-07-10,Toronto Blue Jays,4.31,5.33,7.00,4.97,5.21,-120.0,105.0,-120.44444444444444,99.33333333333333
7151,3168,2021-07-10,2021,Minnesota Twins,Detroit Tigers,9,4,1,0,R,2021-07-10,0.449,0.333,0.000,0.488,0.413,0.397,2021-07-10,0.425,0.667,1.000,0.444,0.405,0.581,2021-07-10,Minnesota Twins,4.60,3.33,4.00,4.51,4.37,2021-07-10,Detroit Tigers,4.10,3.33,2.00,3.91,4.29,2021-07-10,Minnesota Twins,5.34,3.67,2.00,5.24,3.58,2021-07-10,Detroit Tigers,4.90,4.00,4.00,4.53,5.48,-185.0,160.0,-184.8,162.2
7159,3170,2021-07-10,2021,Texas Rangers,Oakland Athletics,4,8,0,1,R,2021-07-10,0.556,0.333,0.000,0.551,0.561,0.582,2021-07-10,0.398,0.667,1.000,0.489,0.302,0.367,2021-07-10,Texas Rangers,4.14,5.33,3.00,4.07,3.73,2021-07-10,Oakland Athletics,4.40,2.33,2.00,4.16,4.6,2021-07-10,Texas Rangers,4.73,4.00,2.00,4.24,5.2,2021-07-10,Oakland Athletics,4.12,2.67,3.00,4.35,4.12,128.0,-145.0,128.07407407407408,-144.4814814814815
7193,3172,2021-07-10,2021,New York Mets,Pittsburgh Pirates,2,6,0,1,R,2021-07-10,0.368,0.333,0.000,0.432,0.302,0.317,2021-07-10,0.548,0.667,1.000,0.692,0.422,0.433,2021-07-10,New York Mets,3.76,5.67,13.00,3.56,4.77,2021-07-10,Pittsburgh Pirates,3.51,3.00,4.00,3.98,3.65,2021-07-10,New York Mets,3.62,4.00,4.00,2.31,5.13,2021-07-10,Pittsburgh Pirates,4.94,9.33,13.00,4.59,4.97,-192.0,169.5,-193.4,166.5
7225,3173,2021-07-10,2021,New York Mets,Pittsburgh Pirates,4,2,1,0,R,2021-07-10,0.368,0.333,0.000,0.432,0.302,0.317,2021-07-10,0.548,0.667,1.000,0.692,0.422,0.433,2021-07-10,New York Mets,3.76,5.67,13.00,3.56,4.77,2021-07-10,Pittsburgh Pirates,3.51,3.00,4.00,3.98,3.65,2021-07-10,New York Mets,3.62,4.00,4.00,2.31,5.13,2021-07-10,Pittsburgh Pirates,4.94,9.33,13.00,4.59,4.97,-192.0,169.5,-193.4,166.5
