,id,game_date,season,home_team,away_team,home_score,away_score,home_is_winner,away_is_winner,game_type,commence_time_x,away_Date,away_Current_win_pct,away_3_win_pct,away_1_win_pct,away_Home_win_pct,away_Away_win_pct,away_prev_win_pct,home_Date,home_Current_win_pct,home_3_win_pct,home_1_win_pct,home_Home_win_pct,home_Away_win_pct,home_prev_win_pct,median_home,median_away,lowvig_home,lowvig_away
1419,2224,2021-05-02,2021,Oakland Athletics,Baltimore Orioles,7,5,1,0,R,2021-05-02T20:07:00Z,2021-05-02,0.482,1.000,1.000,0.286,0.692,0.417,2021-05-02,0.571,0.333,0.000,0.500,0.667,0.582,-208.0,175.0,-196.0,179.0
1420,2225,2021-05-02,2021,Arizona Diamondbacks,Colorado Rockies,8,4,1,0,R,2021-05-02T20:10:00Z,2021-05-02,0.370,0.333,1.000,0.533,0.167,0.433,2021-05-02,0.519,0.667,0.000,0.500,0.529,0.417,-148.0,130.0,-145.0,134.0
1421,2226,2021-05-02,2021,Seattle Mariners,Los Angeles Angels,2,0,1,0,R,2021-05-02T20:10:00Z,2021-05-02,0.520,0.667,1.000,0.600,0.467,0.433,2021-05-02,0.536,0.667,0.000,0.539,0.533,0.45,132.0,-147.0,127.0,-137.0
1423,2228,2021-05-02,2021,Philadelphia Phillies,New York Mets,7,8,0,1,R,2021-05-02T23:08:00Z,2021-05-02,0.476,0.333,1.000,0.600,0.364,0.433,2021-05-02,0.482,0.333,0.000,0.643,0.308,0.467,-110.0,-102.0,-110.0,100.0
1424,2229,2021-05-03,2021,Philadelphia Phillies,Milwaukee Brewers,4,3,1,0,R,2021-05-03T23:05:00Z,2021-05-03,0.607,0.667,0.000,0.500,0.750,0.468,2021-05-03,0.464,0.333,0.000,0.600,0.308,0.467,-114.0,100.0,-112.0,103.0
1425,2230,2021-05-03,2021,Minnesota Twins,Texas Rangers,6,5,1,0,R,2021-05-03T23:40:00Z,2021-05-03,0.448,0.667,1.000,0.438,0.462,0.367,2021-05-03,0.385,0.667,1.000,0.385,0.385,0.581,-175.0,155.0,-161.0,148.0
1426,2233,2021-05-03,2021,Los Angeles Angels,Tampa Bay Rays,3,7,0,1,R,2021-05-04T01:38:00Z,2021-05-03,0.483,0.333,1.000,0.412,0.583,0.638,2021-05-03,0.500,0.333,0.000,0.600,0.438,0.433,104.0,-118.0,104.0,-114.0
1427,2234,2021-05-03,2021,Oakland Athletics,Toronto Blue Jays,5,4,1,0,R,2021-05-04T01:40:00Z,2021-05-03,0.539,1.000,1.000,0.636,0.467,0.516,2021-05-03,0.586,0.333,1.000,0.529,0.667,0.582,-120.0,108.0,-118.0,108.0
1430,2237,2021-05-03,2021,Chicago Cubs,Los Angeles Dodgers,Unknown,Unknown,Unknown,Unknown,R,2021-05-03T23:40:00Z,2021-05-03,0.586,0.333,1.000,0.615,0.563,0.718,2021-05-03,0.429,0.333,0.000,0.533,0.308,0.548,170.0,-196.0,175.0,-189.0
1431,2238,2021-05-03,2021,Colorado Rockies,San Francisco Giants,Unknown,Unknown,Unknown,Unknown,R,2021-05-04T00:40:00Z,2021-05-03,0.607,0.333,1.000,0.769,0.467,0.483,2021-05-03,0.357,0.333,0.000,0.533,0.154,0.433,-115.0,100.0,-112.0,102.0
1446,2257,2021-05-05,2021,Colorado Rockies,San Francisco Giants,6,5,1,0,R,2021-05-05T19:10:00Z,2021-05-05,0.600,0.667,0.000,0.769,0.471,0.483,2021-05-05,0.367,0.333,1.000,0.529,0.154,0.433,-109.0,-106.0,-109.0,-101.0
1447,2258,2021-05-05,2021,Seattle Mariners,Baltimore Orioles,0,6,0,1,R,2021-05-05T19:40:00Z,2021-05-05,0.467,0.333,0.000,0.286,0.625,0.417,2021-05-05,0.548,0.667,1.000,0.563,0.533,0.45,-122.0,105.0,-123.0,114.0
1448,2261,2021-05-05,2021,Miami Marlins,Arizona Diamondbacks,8,0,1,0,R,2021-05-05T22:40:00Z,2021-05-05,0.517,0.333,0.000,0.546,0.500,0.417,2021-05-05,0.429,0.333,1.000,0.417,0.438,0.508,-149.0,135.0,-149.0,139.0
1449,2262,2021-05-05,2021,Washington Nationals,Atlanta Braves,3,5,0,1,R,2021-05-05T23:05:00Z,2021-05-05,0.448,0.333,1.000,0.500,0.400,0.597,2021-05-05,0.480,0.667,0.000,0.571,0.364,0.433,115.0,-130.0,111.0,-120.0
1450,2263,2021-05-05,2021,New York Yankees,Houston Astros,6,3,1,0,R,2021-05-05T23:05:00Z,2021-05-05,0.517,0.333,0.000,0.500,0.533,0.507,2021-05-05,0.517,1.000,1.000,0.533,0.500,0.552,-141.0,123.0,-135.0,125.0
1451,2264,2021-05-05,2021,Philadelphia Phillies,Milwaukee Brewers,5,4,1,0,R,2021-05-05T23:05:00Z,2021-05-05,0.567,0.000,0.000,0.500,0.643,0.468,2021-05-05,0.500,0.667,1.000,0.647,0.308,0.467,121.0,-141.0,120.0,-130.0
1452,2265,2021-05-05,2021,Boston Red Sox,Detroit Tigers,5,6,0,1,R,2021-05-05T23:10:00Z,2021-05-05,0.267,0.000,0.000,0.308,0.235,0.397,2021-05-05,0.600,0.333,1.000,0.529,0.692,0.4,-189.0,165.0,-182.0,167.0
1453,2266,2021-05-05,2021,Chicago Cubs,Los Angeles Dodgers,6,5,1,0,R,2021-05-05T23:40:00Z,2021-05-05,0.548,0.333,0.000,0.615,0.500,0.718,2021-05-05,0.467,0.667,1.000,0.588,0.308,0.548,150.0,-175.0,148.0,-161.0
1455,2269,2021-05-05,2021,San Diego Padres,Pittsburgh Pirates,4,2,1,0,R,2021-05-06T00:10:00Z,2021-05-05,0.448,0.333,1.000,0.417,0.471,0.317,2021-05-05,0.548,0.333,0.000,0.444,0.692,0.591,-244.0,210.0,-227.0,204.0
1457,2271,2021-05-05,2021,Oakland Athletics,Toronto Blue Jays,4,9,0,1,R,2021-05-06T01:40:00Z,2021-05-05,0.500,0.333,0.000,0.636,0.412,0.516,2021-05-05,0.613,1.000,1.000,0.579,0.667,0.582,-125.0,110.0,-120.0,110.0
1477,2297,2021-05-08,2021,New York Yankees,Washington Nationals,4,3,1,0,R,2021-05-08T17:05:00Z,2021-05-08,0.464,0.333,1.000,0.500,0.417,0.433,2021-05-08,0.500,0.333,0.000,0.500,0.500,0.552,-120.0,105.0,-116.0,106.0
1478,2299,2021-05-08,2021,Chicago Cubs,Pittsburgh Pirates,3,2,1,0,R,2021-05-08T18:20:00Z,2021-05-08,0.419,0.333,0.000,0.417,0.421,0.317,2021-05-08,0.500,1.000,1.000,0.632,0.308,0.548,-179.0,155.0,-172.0,157.0
1479,2301,2021-05-08,2021,Oakland Athletics,Tampa Bay Rays,6,3,1,0,R,2021-05-08T20:07:00Z,2021-05-08,0.529,0.667,0.000,0.412,0.647,0.638,2021-05-08,0.588,0.333,1.000,0.546,0.667,0.582,118.0,-135.0,120.0,-130.0
1480,2302,2021-05-08,2021,Detroit Tigers,Minnesota Twins,7,3,1,0,R,2021-05-08T20:10:00Z,2021-05-08,0.387,0.333,1.000,0.353,0.429,0.581,2021-05-08,0.273,0.333,0.000,0.286,0.263,0.397,163.0,-189.0,160.0,-175.0
1485,2308,2021-05-08,2021,Houston Astros,Toronto Blue Jays,4,8,0,1,R,2021-05-08T23:10:00Z,2021-05-08,0.516,0.667,0.000,0.636,0.450,0.516,2021-05-08,0.531,0.667,1.000,0.533,0.529,0.507,-145.0,128.0,-139.0,129.0
1486,2310,2021-05-08,2021,Atlanta Braves,Philadelphia Phillies,8,7,1,0,R,2021-05-08T23:20:00Z,2021-05-08,0.546,1.000,1.000,0.684,0.357,0.467,2021-05-08,0.469,0.667,0.000,0.467,0.471,0.597,-175.0,155.0,-169.0,155.0
1488,2312,2021-05-09,2021,Baltimore Orioles,Boston Red Sox,3,4,0,1,R,2021-05-09T17:05:00Z,2021-05-09,0.618,1.000,1.000,0.526,0.733,0.4,2021-05-09,0.455,0.333,0.000,0.250,0.647,0.417,120.0,-137.0,120.0,-130.0
1489,2313,2021-05-09,2021,New York Yankees,Washington Nationals,3,2,1,0,R,2021-05-09T17:05:00Z,2021-05-09,0.448,0.333,0.000,0.500,0.385,0.433,2021-05-09,0.515,0.333,1.000,0.526,0.500,0.552,-164.0,140.0,-152.0,140.0
1490,2314,2021-05-09,2021,New York Mets,Arizona Diamondbacks,4,2,1,0,R,2021-05-09T17:10:00Z,2021-05-09,0.455,0.000,0.000,0.546,0.409,0.417,2021-05-09,0.536,1.000,1.000,0.667,0.438,0.433,-312.0,265.0,-294.0,258.0
1493,2319,2021-05-09,2021,Chicago Cubs,Pittsburgh Pirates,5,6,0,1,R,2021-05-09T18:20:00Z,2021-05-09,0.406,0.000,0.000,0.417,0.400,0.317,2021-05-09,0.515,1.000,1.000,0.650,0.308,0.548,-164.0,145.0,-152.0,140.0
1494,2320,2021-05-09,2021,Texas Rangers,Seattle Mariners,10,2,1,0,R,2021-05-09T18:35:00Z,2021-05-09,0.529,0.333,0.000,0.529,0.529,0.45,2021-05-09,0.486,0.667,1.000,0.444,0.529,0.367,-128.5,112.5,-122.0,112.0
1495,2322,2021-05-09,2021,Los Angeles Angels,Los Angeles Dodgers,2,1,1,0,R,2021-05-09T20:07:00Z,2021-05-09,0.529,0.333,1.000,0.615,0.476,0.718,2021-05-09,0.438,0.333,0.000,0.438,0.438,0.433,160.0,-185.0,161.0,-175.0
1496,2323,2021-05-09,2021,Oakland Athletics,Tampa Bay Rays,3,4,0,1,R,2021-05-09T20:07:00Z,2021-05-09,0.514,0.333,0.000,0.412,0.611,0.638,2021-05-09,0.600,0.667,1.000,0.565,0.667,0.582,-118.0,101.0,-118.0,107.0
1497,2324,2021-05-09,2021,Atlanta Braves,Philadelphia Phillies,6,1,1,0,R,2021-05-09T23:08:00Z,2021-05-09,0.529,0.667,0.000,0.684,0.333,0.467,2021-05-09,0.485,0.667,1.000,0.500,0.471,0.597,-103.0,-112.0,-105.0,-105.0
1498,2326,2021-05-09,2021,Detroit Tigers,Minnesota Twins,Unknown,Unknown,Unknown,Unknown,R,2021-05-09T17:10:00Z,2021-05-09,0.375,0.333,0.000,0.353,0.400,0.581,2021-05-09,0.294,0.333,1.000,0.333,0.263,0.397,134.5,-151.5,135.0,-145.0
1499,2327,2021-05-10,2021,Pittsburgh Pirates,Cincinnati Reds,1,14,0,1,R,2021-05-10T22:35:00Z,2021-05-10,0.484,0.667,0.000,0.588,0.357,0.5,2021-05-10,0.424,0.333,1.000,0.417,0.429,0.317,120.0,-135.0,128.0,-137.0
1500,2328,2021-05-10,2021,Baltimore Orioles,Boston Red Sox,4,1,1,0,R,2021-05-10T23:05:00Z,2021-05-10,0.629,1.000,1.000,0.526,0.750,0.4,2021-05-10,0.441,0.000,0.000,0.235,0.647,0.417,125.0,-145.0,123.0,-133.0
1503,2332,2021-05-10,2021,Colorado Rockies,San Diego Padres,Unknown,Unknown,Unknown,Unknown,R,2021-05-11T00:40:00Z,2021-05-10,0.543,0.333,1.000,0.474,0.625,0.591,2021-05-10,0.353,0.000,0.000,0.556,0.125,0.433,145.0,-175.0,160.0,-175.0
1504,2335,2021-05-11,2021,Pittsburgh Pirates,Cincinnati Reds,7,2,1,0,R,2021-05-11T22:35:00Z,2021-05-11,0.500,0.667,1.000,0.588,0.400,0.5,2021-05-11,0.412,0.333,0.000,0.385,0.429,0.317,-118.0,100.5,-116.0,106.0
1505,2336,2021-05-11,2021,Washington Nationals,Philadelphia Phillies,2,6,0,1,R,2021-05-11T23:05:00Z,2021-05-11,0.514,0.333,0.000,0.684,0.313,0.467,2021-05-11,0.433,0.333,0.000,0.500,0.357,0.433,-128.0,110.0,-128.0,118.0
1506,2337,2021-05-11,2021,Detroit Tigers,Kansas City Royals,8,7,1,0,R,2021-05-11T23:10:00Z,2021-05-11,0.485,0.000,0.000,0.400,0.615,0.433,2021-05-11,0.294,0.333,1.000,0.333,0.263,0.397,118.0,-134.0,117.0,-127.0
1507,2338,2021-05-11,2021,New York Mets,Baltimore Orioles,3,2,1,0,R,2021-05-11T23:10:00Z,2021-05-11,0.457,0.333,1.000,0.278,0.647,0.417,2021-05-11,0.552,1.000,1.000,0.692,0.438,0.433,-154.0,134.0,-147.0,136.0
1508,2339,2021-05-11,2021,Boston Red Sox,Oakland Athletics,2,3,0,1,R,2021-05-11T23:10:00Z,2021-05-11,0.583,0.667,0.000,0.542,0.667,0.582,2021-05-11,0.611,0.667,0.000,0.526,0.706,0.4,-130.0,112.5,-125.0,115.0
1509,2340,2021-05-11,2021,Tampa Bay Rays,New York Yankees,1,3,0,1,R,2021-05-11T23:10:00Z,2021-05-11,0.529,0.667,1.000,0.550,0.500,0.552,2021-05-11,0.528,0.333,1.000,0.412,0.632,0.638,115.0,-132.0,117.0,-127.0
1511,2343,2021-05-11,2021,Houston Astros,Los Angeles Angels,5,1,1,0,R,2021-05-12T00:10:00Z,2021-05-11,0.471,0.667,1.000,0.471,0.471,0.433,2021-05-11,0.514,0.333,0.000,0.500,0.529,0.507,-149.0,134.5,-149.0,139.0
1513,2346,2021-05-11,2021,Arizona Diamondbacks,Miami Marlins,11,3,1,0,R,2021-05-12T01:40:00Z,2021-05-11,0.441,0.000,0.000,0.471,0.412,0.508,2021-05-11,0.457,0.333,1.000,0.583,0.391,0.417,-114.0,-105.0,-110.0,100.0
1514,2347,2021-05-11,2021,Los Angeles Dodgers,Seattle Mariners,6,4,1,0,R,2021-05-12T02:10:00Z,2021-05-11,0.514,0.333,0.000,0.529,0.500,0.45,2021-05-11,0.514,0.333,0.000,0.615,0.455,0.718,-244.0,205.0,-217.0,197.0
1515,2348,2021-05-12,2021,New York Mets,Baltimore Orioles,7,1,1,0,R,2021-05-12T16:10:00Z,2021-05-12,0.444,0.333,0.000,0.278,0.611,0.417,2021-05-12,0.567,1.000,1.000,0.714,0.438,0.433,-183.5,160.5,-182.0,166.0
1516,2349,2021-05-12,2021,Pittsburgh Pirates,Cincinnati Reds,1,5,0,1,R,2021-05-12T16:35:00Z,2021-05-12,0.485,0.333,0.000,0.588,0.375,0.5,2021-05-12,0.429,0.667,1.000,0.429,0.429,0.317,135.0,-152.0,133.0,-145.0
1519,2353,2021-05-12,2021,Washington Nationals,Philadelphia Phillies,2,5,0,1,R,2021-05-12T23:05:00Z,2021-05-12,0.528,0.333,1.000,0.684,0.353,0.467,2021-05-12,0.419,0.000,0.000,0.471,0.357,0.433,123.0,-141.0,123.0,-133.0
1523,2357,2021-05-12,2021,Atlanta Braves,Toronto Blue Jays,1,4,0,1,R,2021-05-12T23:20:00Z,2021-05-12,0.529,0.667,1.000,0.636,0.478,0.516,2021-05-12,0.486,0.667,0.000,0.500,0.471,0.597,-104.0,-112.0,-101.0,-109.0
1524,2359,2021-05-12,2021,Houston Astros,Los Angeles Angels,9,1,1,0,R,2021-05-13T00:10:00Z,2021-05-12,0.457,0.667,0.000,0.471,0.444,0.433,2021-05-12,0.528,0.667,1.000,0.526,0.529,0.507,-119.0,105.0,-119.0,109.0
1526,2362,2021-05-12,2021,Los Angeles Dodgers,Seattle Mariners,7,1,1,0,R,2021-05-13T02:10:00Z,2021-05-12,0.500,0.000,0.000,0.529,0.474,0.45,2021-05-12,0.528,0.667,1.000,0.643,0.455,0.718,-263.0,220.0,-244.0,220.0
1527,2363,2021-05-13,2021,Atlanta Braves,Toronto Blue Jays,4,8,0,1,R,2021-05-13T16:20:00Z,2021-05-13,0.543,0.667,1.000,0.636,0.500,0.516,2021-05-13,0.472,0.333,0.000,0.474,0.471,0.597,-154.0,135.0,-154.0,143.0
1528,2364,2021-05-13,2021,Washington Nationals,Philadelphia Phillies,5,1,1,0,R,2021-05-13T17:05:00Z,2021-05-13,0.541,0.667,1.000,0.684,0.389,0.467,2021-05-13,0.406,0.000,0.000,0.444,0.357,0.433,-102.0,-112.5,-102.0,-108.0
1529,2365,2021-05-13,2021,Detroit Tigers,Kansas City Royals,4,3,1,0,R,2021-05-13T17:10:00Z,2021-05-13,0.457,0.000,0.000,0.400,0.533,0.433,2021-05-13,0.333,1.000,1.000,0.412,0.263,0.397,-115.0,100.0,-115.0,105.0
1530,2368,2021-05-13,2021,Pittsburgh Pirates,San Francisco Giants,1,3,0,1,R,2021-05-13T22:35:00Z,2021-05-13,0.611,0.667,1.000,0.778,0.444,0.483,2021-05-13,0.417,0.333,0.000,0.400,0.429,0.317,140.0,-161.0,139.0,-149.0
1531,2369,2021-05-13,2021,Boston Red Sox,Oakland Athletics,8,1,1,0,R,2021-05-13T23:10:00Z,2021-05-13,0.605,0.667,1.000,0.542,0.714,0.582,2021-05-13,0.579,0.000,0.000,0.476,0.706,0.4,-110.0,-105.0,-105.0,-105.0
1532,2370,2021-05-13,2021,Tampa Bay Rays,New York Yankees,9,1,1,0,R,2021-05-13T23:10:00Z,2021-05-13,0.556,1.000,1.000,0.550,0.563,0.552,2021-05-13,0.500,0.333,0.000,0.368,0.632,0.638,122.0,-141.0,121.0,-132.0
1533,2371,2021-05-13,2021,Houston Astros,Texas Rangers,4,3,1,0,R,2021-05-14T00:10:00Z,2021-05-13,0.474,0.333,0.000,0.474,0.474,0.367,2021-05-13,0.541,0.667,1.000,0.550,0.529,0.507,-196.0,170.0,-189.0,175.0
1534,2372,2021-05-13,2021,Colorado Rockies,Cincinnati Reds,13,8,1,0,R,2021-05-14T00:40:00Z,2021-05-13,0.500,0.667,1.000,0.588,0.412,0.5,2021-05-13,0.351,0.333,1.000,0.524,0.125,0.433,125.0,-143.0,123.0,-133.0
1535,2373,2021-05-13,2021,Arizona Diamondbacks,Miami Marlins,1,5,0,1,R,2021-05-14T01:40:00Z,2021-05-13,0.444,0.333,1.000,0.471,0.421,0.508,2021-05-13,0.460,0.667,0.000,0.571,0.391,0.417,100.0,-118.0,108.0,-118.0
1560,2406,2021-05-16,2021,Pittsburgh Pirates,San Francisco Giants,1,4,0,1,R,2021-05-16T17:05:00Z,2021-05-16,0.590,0.333,0.000,0.778,0.429,0.483,2021-05-16,0.436,0.667,1.000,0.444,0.429,0.317,145.0,-164.0,148.0,-161.0
1562,2408,2021-05-16,2021,Toronto Blue Jays,Philadelphia Phillies,10,8,1,0,R,2021-05-16T17:07:00Z,2021-05-16,0.525,0.333,0.000,0.684,0.381,0.467,2021-05-16,0.553,0.667,1.000,0.615,0.520,0.516,-167.0,147.5,-167.0,153.0
1563,2409,2021-05-16,2021,Boston Red Sox,Los Angeles Angels,5,6,0,1,R,2021-05-16T17:10:00Z,2021-05-16,0.421,0.000,0.000,0.471,0.381,0.433,2021-05-16,0.610,1.000,1.000,0.542,0.706,0.4,-161.0,140.0,-154.0,142.0
1564,2410,2021-05-16,2021,Detroit Tigers,Chicago Cubs,1,5,0,1,R,2021-05-16T17:10:00Z,2021-05-16,0.474,0.333,0.000,0.619,0.294,0.548,2021-05-16,0.359,0.667,1.000,0.450,0.263,0.397,125.0,-142.0,126.0,-135.0
1566,2412,2021-05-16,2021,Houston Astros,Texas Rangers,6,2,1,0,R,2021-05-16T18:10:00Z,2021-05-16,0.439,0.000,0.000,0.474,0.409,0.367,2021-05-16,0.575,1.000,1.000,0.609,0.529,0.507,-182.0,161.5,-179.0,164.0
1567,2413,2021-05-16,2021,Minnesota Twins,Oakland Athletics,6,7,0,1,R,2021-05-16T18:10:00Z,2021-05-16,0.585,0.333,0.000,0.542,0.647,0.582,2021-05-16,0.351,0.333,1.000,0.368,0.333,0.581,-110.0,-103.0,-108.0,-102.0
1569,2416,2021-05-16,2021,Colorado Rockies,Cincinnati Reds,6,7,0,1,R,2021-05-16T19:10:00Z,2021-05-16,0.487,0.333,1.000,0.588,0.400,0.5,2021-05-16,0.375,0.667,0.000,0.542,0.125,0.433,100.0,-112.0,100.0,-110.0
1570,2417,2021-05-16,2021,Arizona Diamondbacks,Washington Nationals,0,3,0,1,R,2021-05-16T20:10:00Z,2021-05-16,0.429,0.667,0.000,0.474,0.375,0.433,2021-05-16,0.450,0.333,1.000,0.529,0.391,0.417,-110.0,-106.0,-104.0,-106.0
1572,2421,2021-05-17,2021,Cincinnati Reds,San Francisco Giants,3,6,0,1,R,2021-05-17T22:40:00Z,2021-05-17,0.600,0.333,1.000,0.778,0.455,0.483,2021-05-17,0.500,0.667,1.000,0.588,0.429,0.5,-141.0,123.0,-132.0,122.0
1573,2422,2021-05-17,2021,Atlanta Braves,New York Mets,1,3,0,1,R,2021-05-17T23:10:00Z,2021-05-17,0.529,0.000,0.000,0.733,0.368,0.433,2021-05-17,0.475,0.667,0.000,0.450,0.500,0.597,-125.0,108.5,-127.0,116.0
1574,2423,2021-05-17,2021,Chicago Cubs,Washington Nationals,7,3,1,0,R,2021-05-17T23:40:00Z,2021-05-17,0.444,0.667,1.000,0.474,0.412,0.433,2021-05-17,0.487,0.667,1.000,0.619,0.333,0.548,-149.0,132.0,-145.0,135.0
1575,2425,2021-05-17,2021,Texas Rangers,New York Yankees,5,2,1,0,R,2021-05-18T00:05:00Z,2021-05-17,0.550,0.667,0.000,0.550,0.550,0.552,2021-05-17,0.429,0.000,0.000,0.474,0.391,0.367,240.0,-290.0,237.0,-263.0
1576,2427,2021-05-17,2021,Los Angeles Dodgers,Arizona Diamondbacks,3,1,1,0,R,2021-05-18T02:10:00Z,2021-05-17,0.439,0.333,0.000,0.500,0.391,0.417,2021-05-17,0.550,0.667,0.000,0.667,0.455,0.718,-208.0,175.0,-208.0,189.0
1578,2429,2021-05-17,2021,Seattle Mariners,Detroit Tigers,1,4,0,1,R,2021-05-18T02:10:00Z,2021-05-17,0.350,0.333,0.000,0.429,0.263,0.397,2021-05-17,0.512,1.000,1.000,0.571,0.450,0.45,-169.0,145.5,-169.0,156.0
1587,2435,2021-05-18,2021,Chicago Cubs,Washington Nationals,6,3,1,0,R,2021-05-18T23:40:00Z,2021-05-18,0.432,0.333,0.000,0.474,0.389,0.433,2021-05-18,0.500,0.667,1.000,0.636,0.333,0.548,-103.0,-113.0,-102.0,-108.0
1622,2471,2021-05-21,2021,Washington Nationals,Baltimore Orioles,4,2,1,0,R,2021-05-21T23:05:00Z,2021-05-21,0.395,0.000,0.000,0.250,0.579,0.417,2021-05-21,0.425,0.333,0.000,0.474,0.381,0.433,-206.0,178.5,-196.0,179.0
1623,2472,2021-05-21,2021,Philadelphia Phillies,Boston Red Sox,3,11,0,1,R,2021-05-21T23:05:00Z,2021-05-21,0.600,0.667,1.000,0.520,0.700,0.4,2021-05-21,0.500,0.333,0.000,0.636,0.364,0.467,-161.0,138.0,-152.0,140.0
1625,2476,2021-05-21,2021,Cincinnati Reds,Milwaukee Brewers,9,4,1,0,R,2021-05-21T23:10:00Z,2021-05-21,0.488,0.333,0.000,0.455,0.524,0.468,2021-05-21,0.452,0.000,0.000,0.476,0.429,0.5,105.0,-116.0,106.0,-116.0
1626,2477,2021-05-21,2021,Atlanta Braves,Pittsburgh Pirates,20,1,1,0,R,2021-05-21T23:20:00Z,2021-05-21,0.419,0.333,1.000,0.421,0.417,0.317,2021-05-21,0.455,0.333,0.000,0.417,0.500,0.597,-189.0,165.0,-175.0,162.0
1628,2479,2021-05-21,2021,Texas Rangers,Houston Astros,7,5,1,0,R,2021-05-22T00:05:00Z,2021-05-21,0.591,0.667,1.000,0.625,0.550,0.507,2021-05-21,0.413,0.000,0.000,0.435,0.391,0.367,110.0,-127.0,110.0,-120.0
1629,2480,2021-05-21,2021,Kansas City Royals,Detroit Tigers,5,7,0,1,R,2021-05-22T00:10:00Z,2021-05-21,0.395,1.000,1.000,0.429,0.364,0.397,2021-05-21,0.476,0.667,1.000,0.455,0.500,0.433,-156.0,135.0,-154.0,143.0
1631,2483,2021-05-21,2021,Los Angeles Angels,Oakland Athletics,4,8,0,1,R,2021-05-22T01:38:00Z,2021-05-21,0.578,0.333,0.000,0.519,0.667,0.582,2021-05-21,0.432,0.333,0.000,0.455,0.409,0.433,100.0,-115.0,103.0,-112.0
1632,2485,2021-05-21,2021,San Diego Padres,Seattle Mariners,16,1,1,0,R,2021-05-22T02:10:00Z,2021-05-21,0.477,0.000,0.000,0.500,0.450,0.45,2021-05-21,0.614,1.000,1.000,0.600,0.632,0.591,-208.0,180.0,-200.0,184.0
1633,2487,2021-05-22,2021,Colorado Rockies,Arizona Diamondbacks,7,6,1,0,R,2021-05-22T19:10:00Z,2021-05-22,0.391,0.000,0.000,0.500,0.321,0.417,2021-05-22,0.356,0.333,1.000,0.539,0.105,0.433,100.0,-115.0,-103.0,-106.0
1634,2488,2021-05-22,2021,Washington Nationals,Baltimore Orioles,12,9,1,0,R,2021-05-22T20:05:00Z,2021-05-22,0.386,0.000,0.000,0.250,0.550,0.417,2021-05-22,0.439,0.667,1.000,0.500,0.381,0.433,-161.0,140.0,-152.0,140.0
1635,2489,2021-05-22,2021,Texas Rangers,Houston Astros,8,4,1,0,R,2021-05-22T20:05:00Z,2021-05-22,0.578,0.667,0.000,0.625,0.524,0.507,2021-05-22,0.426,0.333,1.000,0.458,0.391,0.367,170.0,-196.0,169.0,-185.0
1636,2490,2021-05-22,2021,Kansas City Royals,Detroit Tigers,7,5,1,0,R,2021-05-22T20:10:00Z,2021-05-22,0.409,1.000,1.000,0.429,0.391,0.397,2021-05-22,0.465,0.667,0.000,0.435,0.500,0.433,-146.0,130.0,-145.0,134.0
1639,2494,2021-05-22,2021,Cincinnati Reds,Milwaukee Brewers,3,4,0,1,R,2021-05-22T20:10:00Z,2021-05-22,0.477,0.000,0.000,0.455,0.500,0.468,2021-05-22,0.465,0.333,1.000,0.500,0.429,0.5,-141.0,120.0,-139.0,129.0
1640,2497,2021-05-22,2021,Philadelphia Phillies,Boston Red Sox,3,4,0,1,R,2021-05-22T23:15:00Z,2021-05-22,0.609,1.000,1.000,0.520,0.714,0.4,2021-05-22,0.489,0.000,0.000,0.609,0.364,0.467,118.0,-135.0,121.0,-132.0
1641,2498,2021-05-22,2021,Toronto Blue Jays,Tampa Bay Rays,1,3,0,1,R,2021-05-22T23:37:00Z,2021-05-22,0.587,1.000,1.000,0.478,0.696,0.638,2021-05-22,0.535,0.000,0.000,0.556,0.520,0.516,-115.5,100.0,-118.0,107.0
1644,2501,2021-05-23,2021,Washington Nationals,Baltimore Orioles,6,5,1,0,R,2021-05-23T17:05:00Z,2021-05-23,0.378,0.000,0.000,0.250,0.524,0.417,2021-05-23,0.452,0.667,1.000,0.524,0.381,0.433,-189.0,165.0,-182.0,167.0
1645,2502,2021-05-23,2021,Philadelphia Phillies,Boston Red Sox,6,2,1,0,R,2021-05-23T17:05:00Z,2021-05-23,0.617,1.000,1.000,0.520,0.727,0.4,2021-05-23,0.478,0.000,0.000,0.583,0.364,0.467,-125.0,110.0,-130.0,120.0
1648,2507,2021-05-23,2021,Cincinnati Reds,Milwaukee Brewers,4,9,0,1,R,2021-05-23T17:10:00Z,2021-05-23,0.489,0.333,1.000,0.455,0.522,0.468,2021-05-23,0.455,0.333,0.000,0.478,0.429,0.5,110.0,-125.0,108.0,-118.0
1649,2508,2021-05-23,2021,Atlanta Braves,Pittsburgh Pirates,7,1,1,0,R,2021-05-23T17:20:00Z,2021-05-23,0.400,0.333,0.000,0.421,0.385,0.317,2021-05-23,0.478,0.667,1.000,0.462,0.500,0.597,-196.0,170.0,-182.0,167.0
1650,2509,2021-05-23,2021,Kansas City Royals,Detroit Tigers,3,2,1,0,R,2021-05-23T18:10:00Z,2021-05-23,0.400,0.667,0.000,0.429,0.375,0.397,2021-05-23,0.477,0.667,1.000,0.458,0.500,0.433,-148.0,128.5,-141.0,130.0
1651,2510,2021-05-23,2021,Texas Rangers,Houston Astros,3,2,1,0,R,2021-05-23T18:35:00Z,2021-05-23,0.565,0.333,0.000,0.625,0.500,0.507,2021-05-23,0.438,0.667,1.000,0.480,0.391,0.367,150.0,-175.0,148.0,-161.0
