,home_team,away_team,home_is_winner,away_win_prob,home_win_prob
4985,Chicago White Sox,Tampa Bay Rays,0,0.46509236,0.53490764
6738,Los Angeles Angels,Oakland Athletics,0,0.4771729,0.5228271
8224,Oakland Athletics,Cleveland Guardians,1,0.5587276,0.4412724
8195,Los Angeles Dodgers,Colorado Rockies,1,0.24810123,0.75189877
6516,Baltimore Orioles,New York Yankees,0,0.58660364,0.4133964
222,Philadelphia Phillies,Miami Marlins,0,0.40360695,0.59639305
6898,St. Louis Cardinals,Milwaukee Brewers,1,0.5587276,0.4412724
3719,New York Yankees,Minnesota Twins,1,0.21056777,0.7894322
8094,Boston Red Sox,Baltimore Orioles,1,0.40360695,0.59639305
6482,Houston Astros,Oakland Athletics,1,0.4132411,0.5867589
6493,Chicago Cubs,New York Mets,0,0.6074066,0.39259335
6378,San Diego Padres,San Francisco Giants,0,0.4771729,0.5228271
1576,New York Yankees,Baltimore Orioles,0,0.40360695,0.59639305
1096,Houston Astros,Tampa Bay Rays,1,0.5403239,0.4596761
4529,Houston Astros,Atlanta Braves,0,0.9834805,0.016519513
8095,New York Yankees,San Francisco Giants,1,0.40360695,0.59639305
5174,Pittsburgh Pirates,San Diego Padres,0,0.5615189,0.4384811
4507,Houston Astros,Atlanta Braves,0,0.9834805,0.016519513
947,Houston Astros,Arizona Diamondbacks,1,0.40360695,0.59639305
5068,Arizona Diamondbacks,New York Mets,1,0.5291901,0.47080988
7282,Los Angeles Angels,Detroit Tigers,1,0.40360695,0.59639305
3495,Cleveland Indians,Detroit Tigers,1,0.40360695,0.59639305
4852,Los Angeles Angels,Houston Astros,1,0.5587276,0.4412724
1909,Colorado Rockies,Houston Astros,1,0.68133914,0.31866083
5480,Kansas City Royals,Chicago White Sox,1,0.5630064,0.4369936
8729,Milwaukee Brewers,Boston Red Sox,0,0.40360695,0.59639305
658,Atlanta Braves,New York Yankees,1,0.46548164,0.53451836
8748,Texas Rangers,Oakland Athletics,1,0.4417215,0.5582785
8387,Los Angeles Angels,Washington Nationals,1,0.2202766,0.7797234
991,Washington Nationals,Philadelphia Phillies,1,0.58660364,0.4133964
7633,Pittsburgh Pirates,Cincinnati Reds,1,0.5291901,0.47080988
221,Tampa Bay Rays,Toronto Blue Jays,0,0.41332114,0.58667886
4949,Miami Marlins,Philadelphia Phillies,0,0.50522494,0.49477503
5568,Los Angeles Angels,Oakland Athletics,1,0.40360695,0.59639305
1725,Atlanta Braves,Miami Marlins,0,0.21056777,0.7894322
23,Los Angeles Dodgers,San Francisco Giants,1,0.2202766,0.7797234
953,Seattle Mariners,San Diego Padres,0,0.58660364,0.4133964
1569,Seattle Mariners,Chicago White Sox,1,0.41332114,0.58667886
2911,New York Yankees,Kansas City Royals,1,0.40360695,0.59639305
7787,Toronto Blue Jays,Seattle Mariners,0,0.40360695,0.59639305
7012,Baltimore Orioles,Boston Red Sox,0,0.5587276,0.4412724
6507,Houston Astros,New York Yankees,1,0.38673007,0.6132699
7295,Kansas City Royals,Cleveland Guardians,0,0.6389564,0.36104357
1428,Detroit Tigers,Cleveland Indians,1,0.58660364,0.4133964
6580,Chicago Cubs,Pittsburgh Pirates,1,0.40360695,0.59639305
8462,Houston Astros,Texas Rangers,1,0.40360695,0.59639305
4510,Houston Astros,Atlanta Braves,0,0.9834805,0.016519513
5905,Houston Astros,Miami Marlins,1,0.21056777,0.7894322
4833,Atlanta Braves,Cincinnati Reds,1,0.40360695,0.59639305
1330,Toronto Blue Jays,Detroit Tigers,1,0.40360695,0.59639305
5738,Miami Marlins,San Francisco Giants,1,0.41332114,0.58667886
93,Chicago White Sox,Minnesota Twins,0,0.43411112,0.5658889
4374,San Francisco Giants,Los Angeles Dodgers,1,0.5291901,0.47080988
6040,Pittsburgh Pirates,Chicago Cubs,1,0.40360695,0.59639305
4286,Colorado Rockies,Washington Nationals,1,0.46509236,0.53490764
2524,Tampa Bay Rays,Philadelphia Phillies,1,0.46509236,0.53490764
7094,Los Angeles Dodgers,Milwaukee Brewers,1,0.24810123,0.75189877
3120,Minnesota Twins,Chicago White Sox,0,0.3620596,0.6379404
1104,Los Angeles Dodgers,Tampa Bay Rays,1,0.40360695,0.59639305
565,Pittsburgh Pirates,Cleveland Indians,0,0.6074066,0.39259335
8142,Milwaukee Brewers,New York Mets,1,0.4771729,0.5228271
6238,Los Angeles Dodgers,San Diego Padres,1,0.40360695,0.59639305
3094,Minnesota Twins,Chicago White Sox,0,0.5291901,0.47080988
1971,St. Louis Cardinals,Cincinnati Reds,1,0.4392532,0.5607468
5001,Chicago Cubs,Tampa Bay Rays,0,0.46509236,0.53490764
1628,New York Mets,Miami Marlins,0,0.24810123,0.75189877
340,Arizona Diamondbacks,Los Angeles Dodgers,0,0.5587276,0.4412724
6935,Cincinnati Reds,Philadelphia Phillies,0,0.58660364,0.4133964
7205,Chicago White Sox,Kansas City Royals,1,0.40360695,0.59639305
4453,Houston Astros,Atlanta Braves,0,0.9834805,0.016519513
2373,San Diego Padres,Colorado Rockies,1,0.24810123,0.75189877
2430,Colorado Rockies,Arizona Diamondbacks,1,0.5291901,0.47080988
33,Chicago White Sox,Minnesota Twins,0,0.47043538,0.5295646
6786,Detroit Tigers,Tampa Bay Rays,1,0.6643722,0.33562776
7095,Boston Red Sox,Toronto Blue Jays,0,0.58660364,0.4133964
4727,Baltimore Orioles,Philadelphia Phillies,1,0.5689705,0.4310295
2799,Oakland Athletics,Los Angeles Angels,1,0.41332114,0.58667886
2333,Chicago White Sox,Kansas City Royals,1,0.40360695,0.59639305
6065,Milwaukee Brewers,St. Louis Cardinals,1,0.46509236,0.53490764
2849,Seattle Mariners,Tampa Bay Rays,1,0.5403239,0.4596761
4804,Los Angeles Angels,Houston Astros,0,0.40360695,0.59639305
8802,Atlanta Braves,Miami Marlins,1,0.38673007,0.6132699
7916,Houston Astros,Philadelphia Phillies,1,0.021888018,0.978112
5072,Philadelphia Phillies,Milwaukee Brewers,0,0.40360695,0.59639305
2398,Toronto Blue Jays,Boston Red Sox,0,0.41332114,0.58667886
1225,Los Angeles Dodgers,Tampa Bay Rays,1,0.2271201,0.7728799
4887,Pittsburgh Pirates,Chicago Cubs,0,0.5689705,0.4310295
212,St. Louis Cardinals,Pittsburgh Pirates,1,0.36371094,0.63628906
8321,Detroit Tigers,Boston Red Sox,0,0.5689705,0.4310295
88,Cleveland Indians,Kansas City Royals,1,0.40360695,0.59639305
4010,St. Louis Cardinals,Cincinnati Reds,1,0.5587276,0.4412724
2370,Oakland Athletics,Houston Astros,0,0.46509236,0.53490764
6140,Minnesota Twins,Colorado Rockies,1,0.24378175,0.75621825
6190,Seattle Mariners,Baltimore Orioles,1,0.4096601,0.5903399
1451,Kansas City Royals,Texas Rangers,1,0.40360695,0.59639305
2575,Los Angeles Dodgers,St. Louis Cardinals,0,0.40360695,0.59639305
8538,San Diego Padres,Milwaukee Brewers,0,0.40360695,0.59639305
2328,Pittsburgh Pirates,San Francisco Giants,0,0.58660364,0.4133964
4787,Atlanta Braves,Tampa Bay Rays,1,0.41332114,0.58667886
7274,Cincinnati Reds,Colorado Rockies,1,0.45609677,0.54390323
353,Los Angeles Angels,Houston Astros,0,0.5587276,0.4412724
7655,Minnesota Twins,Chicago White Sox,1,0.5291901,0.47080988
6546,Oakland Athletics,Texas Rangers,1,0.5587276,0.4412724
1561,Oakland Athletics,Los Angeles Dodgers,0,0.4392532,0.5607468
3276,Detroit Tigers,Texas Rangers,1,0.41332114,0.58667886
4361,Los Angeles Dodgers,St. Louis Cardinals,1,0.21056777,0.7894322
1938,Boston Red Sox,Seattle Mariners,0,0.40360695,0.59639305
4250,Colorado Rockies,San Francisco Giants,0,0.6225934,0.37740657
934,Houston Astros,Arizona Diamondbacks,1,0.40360695,0.59639305
7786,St. Louis Cardinals,Philadelphia Phillies,0,0.4771729,0.5228271
8877,Boston Red Sox,Cleveland Guardians,1,0.46548164,0.53451836
505,Houston Astros,Seattle Mariners,1,0.33065838,0.6693416
904,Philadelphia Phillies,New York Mets,0,0.5689705,0.4310295
8637,New York Yankees,Los Angeles Angels,1,0.40360695,0.59639305
8021,New York Yankees,Detroit Tigers,1,0.4132411,0.5867589
3573,Minnesota Twins,Chicago White Sox,1,0.58660364,0.4133964
6850,Philadelphia Phillies,Miami Marlins,1,0.41332114,0.58667886
3356,Kansas City Royals,Chicago White Sox,0,0.68133914,0.31866083
6234,Seattle Mariners,Oakland Athletics,0,0.40360695,0.59639305
8906,Washington Nationals,Pittsburgh Pirates,0,0.5587276,0.4412724
17,Los Angeles Dodgers,San Francisco Giants,1,0.1481381,0.8518619
5079,San Diego Padres,Los Angeles Dodgers,0,0.5291901,0.47080988
5444,Colorado Rockies,Kansas City Royals,1,0.41332114,0.58667886
7895,Houston Astros,Philadelphia Phillies,1,0.021888018,0.978112
6111,Tampa Bay Rays,Pittsburgh Pirates,1,0.40360695,0.59639305
4192,Milwaukee Brewers,St. Louis Cardinals,0,0.5291901,0.47080988
3426,San Diego Padres,Colorado Rockies,1,0.40360695,0.59639305
6858,Colorado Rockies,St. Louis Cardinals,0,0.58660364,0.4133964
2810,Los Angeles Angels,Detroit Tigers,1,0.21056777,0.7894322
1424,Boston Red Sox,Atlanta Braves,0,0.41332114,0.58667886
4914,Arizona Diamondbacks,Houston Astros,0,0.58660364,0.4133964
2403,Atlanta Braves,Pittsburgh Pirates,1,0.40360695,0.59639305
8809,Minnesota Twins,New York Yankees,0,0.4771729,0.5228271
3291,Boston Red Sox,New York Yankees,1,0.46509236,0.53490764
1849,Miami Marlins,San Francisco Giants,1,0.4392532,0.5607468
5076,Houston Astros,Toronto Blue Jays,0,0.5587276,0.4412724
2245,Pittsburgh Pirates,Cincinnati Reds,0,0.5403239,0.4596761
7660,Seattle Mariners,Texas Rangers,1,0.40360695,0.59639305
8104,Los Angeles Dodgers,Arizona Diamondbacks,0,0.40360695,0.59639305
1714,San Francisco Giants,Cincinnati Reds,0,0.4392532,0.5607468
5610,Houston Astros,Cleveland Guardians,1,0.40360695,0.59639305
1731,Houston Astros,Detroit Tigers,0,0.25153285,0.74846715
4935,Chicago White Sox,Tampa Bay Rays,1,0.4096601,0.5903399
3376,Los Angeles Angels,Colorado Rockies,1,0.28165615,0.71834385
3952,New York Yankees,Toronto Blue Jays,0,0.4096601,0.5903399
4395,Chicago White Sox,Houston Astros,0,0.46509236,0.53490764
5749,Oakland Athletics,Boston Red Sox,0,0.58660364,0.4133964
5644,Minnesota Twins,Kansas City Royals,0,0.40360695,0.59639305
4452,Houston Astros,Atlanta Braves,0,0.9834805,0.016519513
360,New York Yankees,Philadelphia Phillies,1,0.2202766,0.7797234
1460,Miami Marlins,Tampa Bay Rays,0,0.4392532,0.5607468
1118,Los Angeles Dodgers,Tampa Bay Rays,1,0.2271201,0.7728799
2032,Milwaukee Brewers,Miami Marlins,0,0.40360695,0.59639305
8738,Philadelphia Phillies,Colorado Rockies,1,0.2202766,0.7797234
4960,Milwaukee Brewers,St. Louis Cardinals,0,0.5291901,0.47080988
1106,Tampa Bay Rays,Los Angeles Dodgers,0,0.6074066,0.39259335
1190,Los Angeles Dodgers,Tampa Bay Rays,1,0.2271201,0.7728799
5694,Philadelphia Phillies,San Francisco Giants,0,0.46509236,0.53490764
8327,Minnesota Twins,Houston Astros,0,0.46509236,0.53490764
3955,Chicago Cubs,Cincinnati Reds,1,0.58660364,0.4133964
5328,Los Angeles Angels,Washington Nationals,1,0.40360695,0.59639305
8562,Kansas City Royals,Texas Rangers,0,0.47043538,0.5295646
6610,Arizona Diamondbacks,San Francisco Giants,1,0.5689705,0.4310295
2624,Kansas City Royals,Minnesota Twins,0,0.46509236,0.53490764
3504,Milwaukee Brewers,San Francisco Giants,0,0.40360695,0.59639305
8587,Chicago White Sox,Philadelphia Phillies,0,0.4771729,0.5228271
7216,Arizona Diamondbacks,Milwaukee Brewers,1,0.5587276,0.4412724
1604,Toronto Blue Jays,Los Angeles Angels,0,0.4771729,0.5228271
4205,San Diego Padres,San Francisco Giants,0,0.46509236,0.53490764
8397,Colorado Rockies,St. Louis Cardinals,0,0.55183196,0.448168
3511,Chicago Cubs,Chicago White Sox,0,0.710894,0.28910604
6258,Los Angeles Dodgers,San Diego Padres,0,0.40360695,0.59639305
519,Colorado Rockies,Texas Rangers,0,0.40360695,0.59639305
6590,Los Angeles Dodgers,Washington Nationals,0,0.24810123,0.75189877
4570,St. Louis Cardinals,Houston Astros,1,0.41332114,0.58667886
2144,Minnesota Twins,Texas Rangers,1,0.40360695,0.59639305
7791,St. Louis Cardinals,Philadelphia Phillies,0,0.5291901,0.47080988
308,Minnesota Twins,Cleveland Indians,0,0.46509236,0.53490764
185,Chicago Cubs,Milwaukee Brewers,1,0.41332114,0.58667886
2662,Pittsburgh Pirates,Los Angeles Dodgers,0,0.5615189,0.4384811
1227,Los Angeles Dodgers,Tampa Bay Rays,1,0.2271201,0.7728799
5038,Miami Marlins,St. Louis Cardinals,0,0.41332114,0.58667886
7439,Texas Rangers,Oakland Athletics,0,0.40360695,0.59639305
7391,Seattle Mariners,Atlanta Braves,1,0.5587276,0.4412724
5678,San Diego Padres,Pittsburgh Pirates,1,0.44137216,0.55862784
1074,San Diego Padres,St. Louis Cardinals,1,0.4392532,0.5607468
7473,St. Louis Cardinals,Cincinnati Reds,1,0.17689896,0.82310104
7409,Washington Nationals,Baltimore Orioles,0,0.6074066,0.39259335
1251,Detroit Tigers,Philadelphia Phillies,0,0.4771729,0.5228271
7106,Oakland Athletics,New York Yankees,0,0.6643722,0.33562776
7102,Seattle Mariners,Cleveland Guardians,1,0.5587276,0.4412724
1155,Los Angeles Dodgers,Tampa Bay Rays,1,0.2271201,0.7728799
3057,Pittsburgh Pirates,Milwaukee Brewers,0,0.451275,0.548725
8222,Houston Astros,Detroit Tigers,0,0.24810123,0.75189877
6846,San Diego Padres,San Francisco Giants,1,0.40360695,0.59639305
7811,Houston Astros,Seattle Mariners,1,0.40360695,0.59639305
8545,Cincinnati Reds,Tampa Bay Rays,1,0.5403239,0.4596761
4231,Cincinnati Reds,Washington Nationals,1,0.4096601,0.5903399
3905,Cincinnati Reds,Detroit Tigers,0,0.40360695,0.59639305
6500,San Diego Padres,Arizona Diamondbacks,1,0.9463053,0.05369472
3396,San Diego Padres,Colorado Rockies,0,0.40360695,0.59639305
7291,Philadelphia Phillies,Miami Marlins,1,0.20618922,0.7938108
1196,Los Angeles Dodgers,Tampa Bay Rays,1,0.2271201,0.7728799
6504,Miami Marlins,Texas Rangers,0,0.46509236,0.53490764
6522,Los Angeles Dodgers,San Francisco Giants,1,0.4096601,0.5903399
3409,Tampa Bay Rays,Boston Red Sox,1,0.40360695,0.59639305
8012,New York Yankees,Detroit Tigers,1,0.4132411,0.5867589
7024,Colorado Rockies,San Francisco Giants,0,0.58660364,0.4133964
5078,San Diego Padres,Los Angeles Dodgers,1,0.5291901,0.47080988
7413,Texas Rangers,Oakland Athletics,1,0.40360695,0.59639305
245,Boston Red Sox,Baltimore Orioles,0,0.20618922,0.7938108
1622,Texas Rangers,San Diego Padres,0,0.4392532,0.5607468
5933,Arizona Diamondbacks,Cincinnati Reds,0,0.4771729,0.5228271
3148,Seattle Mariners,Los Angeles Angels,1,0.5587276,0.4412724
6296,Chicago White Sox,Minnesota Twins,0,0.46509236,0.53490764
4262,Detroit Tigers,Chicago White Sox,0,0.6074066,0.39259335
3858,Los Angeles Dodgers,Atlanta Braves,1,0.44137216,0.55862784
6591,Los Angeles Dodgers,Washington Nationals,1,0.24810123,0.75189877
8060,Miami Marlins,New York Mets,0,0.5587276,0.4412724
2297,Seattle Mariners,Cleveland Indians,1,0.5587276,0.4412724
756,San Francisco Giants,Arizona Diamondbacks,0,0.41332114,0.58667886
437,Milwaukee Brewers,Cincinnati Reds,1,0.5291901,0.47080988
