,median,mean,range
6535,-5.0,-10.567567567567568,308.0
6536,-108.0,-103.0,240.0
6537,-5.0,-18.972972972972972,468.0
6538,-5.0,-10.0,299.0
6539,-5.0,-23.216216216216218,548.0
6540,-5.0,-23.216216216216218,548.0
6541,-5.0,-12.324324324324325,345.0
6542,-5.0,-12.324324324324325,345.0
6543,-5.0,-14.972972972972974,407.0
6544,-5.0,-9.72972972972973,290.0
6545,-5.0,-9.72972972972973,290.0
6546,-7.5,-8.608108108108109,248.0
6547,-7.5,-8.608108108108109,248.0
6548,-108.0,-70.29729729729729,245.0
6549,-108.0,-70.29729729729729,245.0
6550,-108.0,-70.29729729729729,245.0
6551,-9.0,-8.202702702702704,245.0
6552,-9.0,-8.202702702702704,245.0
6553,-6.5,-8.95945945945946,265.0
6554,-5.0,-12.567567567567568,353.0
6555,-5.0,-12.432432432432432,361.0
6556,-5.0,-14.27027027027027,400.0
6557,-5.0,-9.35135135135135,304.0
6558,-7.5,-13.41891891891892,379.0
6559,-10.0,-9.135135135135135,267.0
6560,-9.5,-8.932432432432432,267.0
6561,-9.5,-8.932432432432432,267.0
6562,-5.0,-15.621621621621621,417.0
6563,-110.0,-16.405405405405407,240.0
6564,-108.5,-16.364864864864863,243.0
6565,-5.0,-10.27027027027027,304.0
6566,-5.0,-12.432432432432432,349.0
6567,-5.0,-9.594594594594595,296.0
6568,-7.0,-8.18918918918919,240.0
6569,-7.0,-8.18918918918919,240.0
6570,-5.0,-10.35135135135135,312.0
6571,-9.0,-8.432432432432432,256.0
6572,-5.0,-12.405405405405405,342.0
6573,-5.0,-10.35135135135135,315.0
6574,-9.0,-8.837837837837839,255.0
6575,-110.0,-102.83783783783784,240.0
6576,-6.0,-8.675675675675675,250.0
6577,-5.0,-18.2972972972973,451.0
6578,-5.0,-13.72972972972973,370.0
6579,-110.0,-81.43243243243244,240.0
6580,-5.0,-9.675675675675675,289.0
6581,-5.0,-9.675675675675675,289.0
6582,-5.0,-25.72972972972973,593.0
6583,-4.5,-12.662162162162161,369.0
6584,-4.5,-12.662162162162161,369.0
6585,-105.5,-70.25675675675676,240.0
6586,-9.0,-8.216216216216216,240.0
6587,-4.5,-13.445945945945946,388.0
6588,-4.5,-16.283783783783782,428.0
6589,-110.0,-76.10810810810811,240.0
6590,-4.5,-18.60810810810811,480.0
6591,-4.5,-18.60810810810811,480.0
6592,-4.5,-9.878378378378379,301.0
6593,-4.5,-9.878378378378379,301.0
6594,-4.5,-12.85135135135135,370.0
6595,-109.0,-16.27027027027027,240.0
6596,-109.0,-16.27027027027027,240.0
6597,-108.0,-75.91891891891892,240.0
6598,-108.0,-75.91891891891892,240.0
6599,-4.5,-10.58108108108108,332.0
6600,-4.5,-10.58108108108108,332.0
6601,-9.0,-11.486486486486486,365.0
6602,-9.0,-11.486486486486486,365.0
6603,-109.5,-75.98648648648648,240.0
6604,-109.5,-75.98648648648648,240.0
6605,-10.0,-10.324324324324325,307.0
6606,-9.0,-8.864864864864865,251.0
6607,-10.0,-19.216216216216218,483.0
6608,-109.0,-16.64864864864865,248.0
6609,-10.0,-10.08108108108108,299.0
6610,-110.0,-43.62162162162162,240.0
6611,-110.0,-43.62162162162162,240.0
6612,-10.0,-14.35135135135135,410.0
6613,-10.0,-14.35135135135135,410.0
6614,-10.0,-9.297297297297296,278.0
6615,-10.0,-9.108108108108109,263.0
6616,-10.0,-9.108108108108109,263.0
6617,-10.0,-14.135135135135135,379.0
6618,-10.0,-14.135135135135135,379.0
6619,-10.0,-9.108108108108109,271.0
6620,-10.0,-9.108108108108109,271.0
6621,-109.0,-21.945945945945947,240.0
6622,-109.0,-21.945945945945947,240.0
6623,-10.0,-10.91891891891892,326.0
6624,-10.0,-23.56756756756757,552.0
6625,-10.0,-23.56756756756757,552.0
6626,-5.0,-13.27027027027027,370.0
6627,-5.0,-17.972972972972972,438.0
6628,-109.0,-32.513513513513516,240.0
6629,-5.0,-9.27027027027027,275.0
6630,-7.5,-9.391891891891891,274.0
6631,-5.0,-17.35135135135135,428.0
6632,-5.0,-15.621621621621621,412.0
6633,-5.0,-17.324324324324323,433.0
6634,-7.5,-8.256756756756756,248.0
6635,-5.0,-33.67567567567568,690.0
6636,-5.0,-12.675675675675675,347.0
6637,-7.0,-8.378378378378379,256.0
6638,-108.5,-76.39189189189189,240.0
6639,-5.0,-10.891891891891891,323.0
6640,-5.0,-16.54054054054054,419.0
6641,-5.0,-12.27027027027027,349.0
6642,-5.0,-12.27027027027027,349.0
6643,-5.0,-15.054054054054054,409.0
6644,-5.0,-15.054054054054054,409.0
6645,-5.0,-17.135135135135137,434.0
6646,-107.0,-97.43243243243244,240.0
6647,-109.5,-21.85135135135135,240.0
6648,-109.5,-21.85135135135135,240.0
6649,-7.5,-9.14864864864865,274.0
6650,-5.0,-39.08108108108108,788.0
6651,-109.5,-21.85135135135135,243.0
6652,-109.5,-21.85135135135135,243.0
6653,-7.0,-8.297297297297296,245.0
6654,-5.0,-23.054054054054053,564.0
6655,-5.0,-25.027027027027028,553.0
6656,-110.0,-92.02702702702703,240.0
6657,-110.0,-97.70270270270271,240.0
6658,-5.0,-9.945945945945946,301.0
6659,-5.0,-12.621621621621621,348.0
6660,-5.0,-12.621621621621621,348.0
6661,-9.0,-8.891891891891891,261.0
6662,-9.0,-8.891891891891891,261.0
6663,-5.0,-17.08108108108108,433.0
6664,-5.0,-18.62162162162162,481.0
6665,-5.0,-18.62162162162162,481.0
6666,-8.5,-8.95945945945946,266.0
6667,-8.5,-8.95945945945946,266.0
6668,-5.0,-9.864864864864865,292.0
6669,-5.0,-13.783783783783784,379.0
6670,-5.0,-13.783783783783784,379.0
6671,-5.0,-26.054054054054053,564.0
6672,-5.0,-12.486486486486486,350.0
6673,-5.0,-18.27027027027027,450.0
6674,-5.0,-22.2972972972973,531.0
6675,-7.5,-9.391891891891891,268.0
6676,-5.0,-9.486486486486486,283.0
6677,-110.0,-16.405405405405407,240.0
6678,-5.0,-16.89189189189189,428.0
6679,-9.5,-8.878378378378379,261.0
6680,-5.0,-23.486486486486488,564.0
6681,-5.0,-13.27027027027027,375.0
6682,-5.0,-13.27027027027027,375.0
6683,-6.0,-8.054054054054054,240.0
6684,-6.0,-8.054054054054054,240.0
6685,-5.0,-13.108108108108109,391.0
6686,-5.0,-13.108108108108109,391.0
6687,-5.0,-10.837837837837839,320.0
6688,-108.5,-43.472972972972975,240.0
6689,-8.0,-20.405405405405407,499.0
6690,-8.0,-12.91891891891892,375.0
6691,-8.0,-10.324324324324325,315.0
6692,-8.0,-15.81081081081081,411.0
6693,-8.0,-15.81081081081081,411.0
6694,-8.0,-9.35135135135135,277.0
6695,-8.0,-11.162162162162161,323.0
6696,-8.0,-13.297297297297296,368.0
6697,-8.0,-10.027027027027026,294.0
6698,-7.0,-13.162162162162161,383.0
6699,-7.0,-13.162162162162161,383.0
6700,-8.5,-15.77027027027027,455.0
6701,-8.5,-15.77027027027027,455.0
6702,-7.0,-8.81081081081081,250.0
6703,-6.5,-24.66216216216216,595.0
6704,-6.5,-19.635135135135137,503.0
6705,-6.5,-10.391891891891891,318.0
6706,-6.5,-9.58108108108108,284.0
6707,-6.5,-9.14864864864865,272.0
6708,-6.5,-17.66216216216216,450.0
6709,-6.5,-11.256756756756756,340.0
6710,-8.5,-8.41891891891892,248.0
6711,-8.5,-8.41891891891892,248.0
6712,-6.5,-13.22972972972973,374.0
6713,-6.5,-9.635135135135135,289.0
6714,-6.5,-11.5,331.0
6715,-6.5,-11.5,331.0
6716,-10.0,-9.08108108108108,274.0
6717,-10.0,-12.216216216216216,362.0
6718,-10.0,-15.08108108108108,449.0
6719,-10.0,-10.216216216216216,302.0
6720,-10.0,-10.216216216216216,302.0
6721,-10.0,-10.432432432432432,318.0
6722,-10.0,-10.432432432432432,318.0
6723,-10.0,-18.675675675675677,483.0
6724,-10.0,-13.702702702702704,403.0
6725,-10.0,-14.027027027027026,423.0
6727,-10.0,-10.243243243243244,312.0
6728,-10.0,-10.243243243243244,312.0
6729,-10.0,-15.675675675675675,423.0
6730,-10.0,-15.675675675675675,423.0
6731,-106.5,-70.52702702702703,245.0
6732,-10.0,-17.27027027027027,483.0
6733,-10.0,-17.135135135135137,483.0
6734,-10.0,-17.135135135135137,483.0
6735,-8.0,-18.7027027027027,483.0
6736,-8.0,-14.243243243243244,410.0
6737,-8.0,-14.243243243243244,410.0
6738,-7.0,-8.324324324324325,245.0
6739,-7.0,-8.324324324324325,245.0
6740,-8.0,-23.81081081081081,572.0
6741,-8.0,-23.81081081081081,572.0
6742,-8.0,-19.0,488.0
6743,-110.0,-16.756756756756758,245.0
6744,-8.0,-13.18918918918919,370.0
6745,-8.0,-12.35135135135135,352.0
6746,-9.0,-8.378378378378379,245.0
6747,-9.0,-9.08108108108108,266.0
6748,-8.0,-8.91891891891892,262.0
6749,-7.25,-10.10135135135135,307.0
6750,-7.25,-10.10135135135135,307.0
6751,-8.75,-13.52027027027027,390.0
6752,-8.0,-9.405405405405405,270.0
6753,-8.0,-11.756756756756756,350.0
6754,-8.0,-11.756756756756756,350.0
6755,-8.0,-10.18918918918919,304.0
6756,-8.0,-14.64864864864865,407.0
6757,-8.0,-14.64864864864865,407.0
6758,-7.0,-8.756756756756756,256.0
6759,-8.0,-9.783783783783784,291.0
6760,-8.0,-9.783783783783784,291.0
6761,-8.0,-16.486486486486488,433.0
6762,-8.0,-16.486486486486488,433.0
6763,-8.0,-10.297297297297296,301.0
6764,-8.0,-14.108108108108109,394.0
6765,-7.5,-8.391891891891891,248.0
6766,-7.5,-8.391891891891891,248.0
6767,-106.5,-70.5,245.0
6768,-106.5,-70.5,245.0
6769,-8.0,-14.243243243243244,379.0
6770,-107.0,-81.21621621621621,245.0
6771,-107.0,-81.21621621621621,245.0
6772,-8.0,-11.91891891891892,334.0
6773,-8.0,-11.91891891891892,334.0
6774,-8.0,-10.594594594594595,309.0
6775,-8.0,-10.594594594594595,309.0
6776,-8.0,-10.513513513513514,308.0
6777,-10.0,-9.378378378378379,268.0
6778,-10.0,-9.378378378378379,268.0
6779,-107.5,-21.756756756756758,245.0
6780,-107.5,-21.756756756756758,245.0
6781,-7.25,-8.83108108108108,259.0
6782,-7.25,-8.83108108108108,259.0
6783,-109.0,-92.08108108108108,245.0
6784,-8.0,-10.243243243243244,299.0
6785,-8.0,-20.405405405405407,498.0
6786,-8.0,-20.972972972972972,508.0
6787,-110.0,-21.756756756756758,245.0
6788,-110.0,-21.756756756756758,245.0
6789,-8.0,-14.864864864864865,412.0
6790,-8.0,-9.216216216216216,272.0
6791,-8.0,-9.216216216216216,272.0
6792,-8.0,-12.891891891891891,359.0
6793,-8.0,-12.891891891891891,359.0
6794,-8.0,-9.756756756756756,288.0
6795,-8.0,-11.702702702702704,327.0
6796,-8.0,-25.91891891891892,611.0
6797,-8.0,-9.405405405405405,270.0
6798,-8.0,-21.62162162162162,549.0
6799,-8.0,-10.513513513513514,322.0
6800,-8.0,-8.91891891891892,264.0
6801,-8.0,-9.945945945945946,296.0
6802,-8.0,-9.27027027027027,277.0
6803,-107.5,-48.689189189189186,245.0
6804,-8.0,-10.756756756756756,322.0
6805,-8.0,-10.756756756756756,322.0
6806,-8.0,-10.35135135135135,320.0
6807,-8.0,-10.35135135135135,320.0
6808,-8.0,-8.945945945945946,268.0
6809,-8.0,-8.945945945945946,268.0
6810,-8.0,-12.35135135135135,353.0
6811,-8.75,-17.655405405405407,455.0
6812,-8.0,-9.675675675675675,292.0
6813,-8.0,-25.972972972972972,608.0
6814,-8.0,-12.91891891891892,370.0
6815,-8.0,-13.027027027027026,362.0
6816,-109.0,-16.513513513513512,248.0
6817,-8.0,-8.35135135135135,245.0
6818,-8.0,-18.405405405405407,478.0
6819,-10.0,-17.64864864864865,455.0
6820,-10.0,-11.621621621621621,334.0
6821,-10.0,-26.37837837837838,632.0
6822,-10.0,-12.864864864864865,368.0
6823,-10.0,-10.243243243243244,304.0
6824,-10.0,-13.675675675675675,379.0
6825,-10.0,-13.675675675675675,379.0
6826,-10.0,-12.243243243243244,349.0
6827,-10.0,-12.135135135135135,353.0
6828,-10.0,-10.27027027027027,303.0
6829,-10.0,-12.72972972972973,358.0
6830,-10.0,-12.72972972972973,358.0
6831,-10.0,-12.243243243243244,350.0
6832,-10.0,-12.243243243243244,350.0
6833,-9.0,-8.864864864864865,258.0
6834,-9.0,-8.864864864864865,258.0
6835,-10.0,-14.54054054054054,417.0
6836,-10.0,-10.621621621621621,322.0
6837,-10.0,-10.621621621621621,322.0
6838,-8.5,-9.216216216216216,296.0
6839,-8.5,-8.378378378378379,245.0
6840,-8.5,-8.378378378378379,245.0
6841,-8.0,-27.10810810810811,632.0
6842,-8.0,-10.432432432432432,309.0
6843,-8.0,-10.432432432432432,309.0
6844,-8.0,-12.35135135135135,346.0
6845,-8.0,-12.35135135135135,346.0
6846,-8.0,-10.513513513513514,314.0
6847,-8.0,-10.513513513513514,314.0
6848,-9.0,-8.72972972972973,257.0
6849,-9.0,-8.72972972972973,257.0
6850,-10.0,-9.243243243243244,256.0
6852,-8.0,-11.135135135135135,331.0
6853,-8.0,-9.54054054054054,284.0
6854,-8.0,-27.62162162162162,620.0
6855,-8.0,-27.62162162162162,620.0
6856,-8.0,-9.08108108108108,267.0
6857,-8.0,-9.08108108108108,267.0
6858,-8.0,-11.0,322.0
6859,-8.0,-11.0,322.0
6860,-8.0,-10.567567567567568,322.0
6861,-8.0,-10.567567567567568,322.0
6862,-9.0,-8.864864864864865,257.0
6863,-109.0,-75.91891891891892,245.0
6864,-8.0,-11.243243243243244,330.0
6865,-107.5,-32.58108108108108,245.0
6866,-107.5,-32.58108108108108,245.0
6867,-8.0,-12.594594594594595,349.0
6868,-8.0,-12.594594594594595,349.0
6869,-8.0,-11.0,327.0
6870,-8.0,-25.72972972972973,603.0
6871,-8.0,-25.72972972972973,603.0
6872,-8.0,-12.91891891891892,367.0
6873,-8.0,-12.91891891891892,367.0
6874,-8.0,-10.945945945945946,329.0
6875,-8.0,-10.945945945945946,329.0
6876,-7.0,-8.35135135135135,245.0
6877,-10.0,-8.864864864864865,261.0
6878,-8.0,-21.027027027027028,520.0
6879,-8.0,-8.432432432432432,245.0
6880,-8.0,-29.0,643.0
6881,-8.0,-29.0,643.0
6882,-8.0,-10.135135135135135,303.0
6883,-8.0,-9.702702702702704,292.0
6884,-7.25,-13.20945945945946,370.0
6885,-7.25,-13.20945945945946,370.0
6886,-8.0,-14.378378378378379,418.0
6887,-8.0,-19.135135135135137,467.0
6888,-8.0,-10.64864864864865,322.0
6889,-8.0,-17.64864864864865,450.0
6890,-8.0,-18.18918918918919,454.0
6891,-8.0,-18.18918918918919,454.0
6892,-110.0,-21.89189189189189,245.0
6893,-8.0,-23.675675675675677,567.0
6894,-8.0,-13.864864864864865,374.0
6895,-8.0,-14.135135135135135,417.0
6896,-8.0,-18.83783783783784,501.0
6897,-8.0,-18.83783783783784,501.0
6898,-8.0,-8.91891891891892,257.0
6899,-8.0,-8.91891891891892,257.0
6900,-8.0,-9.594594594594595,284.0
6901,-109.0,-81.56756756756756,245.0
6902,-109.0,-81.56756756756756,245.0
6903,-8.0,-9.513513513513514,283.0
6904,-8.0,-9.513513513513514,283.0
6905,-108.5,-81.39189189189189,245.0
6906,-108.5,-81.39189189189189,245.0
6907,-10.0,-8.283783783783784,245.0
6908,-10.0,-8.283783783783784,245.0
6909,-6.5,-8.527027027027026,248.0
6910,-8.5,-12.283783783783784,349.0
6911,-10.0,-21.56756756756757,564.0
6912,-10.0,-21.56756756756757,564.0
6913,-10.0,-18.16216216216216,487.0
6914,-10.0,-18.16216216216216,487.0
6915,-8.0,-22.37837837837838,548.0
6916,-8.0,-9.324324324324325,284.0
6917,-8.5,-9.013513513513514,267.0
6918,-8.0,-9.891891891891891,292.0
6919,-8.0,-11.702702702702704,329.0
6920,-8.0,-20.864864864864863,508.0
6921,-8.0,-14.135135135135135,399.0
6922,-8.0,-21.594594594594593,515.0
6923,-8.0,-9.891891891891891,296.0
6924,-7.5,-8.256756756756756,245.0
6925,-9.5,-8.68918918918919,248.0
6926,-9.5,-8.68918918918919,248.0
6927,-8.0,-18.10810810810811,468.0
6928,-8.0,-18.10810810810811,468.0
6929,-8.0,-9.18918918918919,270.0
6930,-8.0,-9.18918918918919,270.0
6931,-8.0,-9.432432432432432,274.0
6932,-8.0,-9.027027027027026,267.0
6933,-5.0,-15.756756756756756,428.0
6934,-5.0,-15.756756756756756,428.0
6935,-8.0,-12.297297297297296,350.0
6936,-8.0,-9.054054054054054,263.0
6937,-8.0,-10.324324324324325,312.0
6938,-8.0,-10.45945945945946,312.0
6939,-108.5,-54.36486486486486,245.0
6940,-8.0,-13.64864864864865,382.0
6941,-8.0,-9.567567567567568,288.0
6942,-8.0,-12.243243243243244,350.0
6943,-8.0,-9.64864864864865,291.0
6944,-9.0,-8.81081081081081,250.0
6945,-6.5,-16.716216216216218,450.0
6946,-6.5,-10.445945945945946,309.0
6947,-6.5,-12.202702702702704,359.0
6948,-6.5,-11.013513513513514,323.0
6949,-6.5,-11.824324324324325,334.0
6950,-7.0,-9.45945945945946,271.0
6951,-6.5,-16.39189189189189,418.0
6952,-6.5,-9.608108108108109,289.0
6953,-6.5,-13.85135135135135,395.0
6954,-6.5,-16.905405405405407,450.0
6955,-107.5,-27.04054054054054,245.0
6956,-110.0,-16.37837837837838,245.0
6957,-6.5,-11.77027027027027,337.0
6958,-6.5,-11.77027027027027,337.0
6959,-107.5,-43.25675675675676,245.0
6960,-8.0,-11.972972972972974,339.0
6961,-8.0,-10.432432432432432,326.0
6962,-8.0,-13.54054054054054,399.0
6963,-8.0,-11.891891891891891,334.0
6964,-8.0,-10.08108108108108,298.0
6965,-8.0,-9.891891891891891,289.0
6966,-8.0,-15.027027027027026,412.0
6967,-8.5,-9.364864864864865,297.0
6968,-8.0,-14.405405405405405,399.0
6969,-8.0,-10.27027027027027,314.0
6970,-8.0,-10.27027027027027,314.0
6971,-8.0,-12.108108108108109,340.0
6972,-8.0,-12.108108108108109,340.0
6973,-8.0,-9.54054054054054,291.0
6974,-8.0,-9.54054054054054,291.0
6975,-8.0,-15.135135135135135,417.0
6976,-8.0,-15.135135135135135,417.0
6977,-10.0,-9.513513513513514,322.0
6978,-8.5,-10.702702702702704,370.0
6979,-8.5,-10.702702702702704,370.0
6980,-10.0,-10.378378378378379,342.0
6981,-8.0,-18.027027027027028,478.0
6982,-8.0,-13.054054054054054,375.0
6983,-8.0,-13.054054054054054,375.0
6984,-107.0,-75.67567567567568,245.0
6985,-107.0,-75.67567567567568,245.0
6986,-8.0,-9.972972972972974,306.0
6987,-8.0,-34.567567567567565,720.0
6988,-8.0,-9.45945945945946,289.0
6989,-8.0,-9.45945945945946,289.0
6990,-9.0,-8.594594594594595,256.0
6991,-9.0,-8.594594594594595,256.0
6992,-8.0,-9.432432432432432,278.0
6993,-8.0,-9.513513513513514,284.0
6994,-109.0,-16.45945945945946,245.0
6995,-109.5,-86.74324324324324,245.0
6996,-109.0,-97.54054054054055,245.0
6997,-10.0,-8.621621621621621,267.0
6998,-8.0,-14.594594594594595,427.0
6999,-9.0,-8.594594594594595,259.0
7000,-6.5,-8.58108108108108,248.0
7001,-8.0,-9.45945945945946,274.0
7002,-8.0,-9.45945945945946,274.0
7003,-8.0,-11.864864864864865,327.0
7004,-8.0,-12.162162162162161,352.0
7005,-8.0,-31.945945945945947,727.0
7006,-8.0,-9.0,265.0
7007,-8.0,-9.0,265.0
7008,-8.0,-20.54054054054054,506.0
7009,-109.5,-16.283783783783782,245.0
7010,-8.0,-10.27027027027027,322.0
7011,-10.0,-8.756756756756756,257.0
7012,-110.0,-16.35135135135135,245.0
7013,-8.0,-14.432432432432432,412.0
7014,-8.0,-11.864864864864865,348.0
7015,-8.5,-9.22972972972973,280.0
7016,-8.0,-11.513513513513514,331.0
7017,-8.0,-11.513513513513514,331.0
7018,-8.0,-12.72972972972973,360.0
7019,-8.0,-12.72972972972973,360.0
7020,-8.0,-9.35135135135135,289.0
7021,-8.0,-9.513513513513514,298.0
7022,-8.0,-9.513513513513514,298.0
7023,-8.0,-12.243243243243244,340.0
7024,-8.0,-12.243243243243244,340.0
7025,-8.0,-28.054054054054053,620.0
7026,-8.0,-28.054054054054053,620.0
7027,-8.0,-12.297297297297296,359.0
7028,-7.25,-11.47972972972973,345.0
7029,-7.25,-11.47972972972973,345.0
7030,-10.0,-8.891891891891891,259.0
7031,-10.0,-8.891891891891891,259.0
7032,-8.0,-11.864864864864865,355.0
7033,-8.0,-11.864864864864865,355.0
7034,-109.5,-54.310810810810814,245.0
7036,-109.5,-16.554054054054053,245.0
7037,-8.0,-9.216216216216216,296.0
7038,-110.0,-16.594594594594593,245.0
7039,-8.0,-13.945945945945946,405.0
7040,-8.0,-13.378378378378379,380.0
7041,-8.0,-9.756756756756756,290.0
7042,-9.0,-8.972972972972974,259.0
7043,-9.0,-8.972972972972974,259.0
7044,-8.0,-16.72972972972973,430.0
7045,-8.0,-22.7027027027027,534.0
7046,-8.0,-22.7027027027027,534.0
7047,-109.5,-17.04054054054054,257.0
7048,-8.0,-11.27027027027027,331.0
7049,-8.0,-11.324324324324325,329.0
7050,-8.0,-11.324324324324325,329.0
7051,-8.0,-17.81081081081081,460.0
7052,-8.0,-13.567567567567568,383.0
7053,-8.0,-10.405405405405405,314.0
7054,-8.0,-14.45945945945946,412.0
7055,-8.0,-14.675675675675675,415.0
7056,-8.0,-9.108108108108109,276.0
7057,-8.0,-17.91891891891892,483.0
7058,-8.0,-9.891891891891891,299.0
7059,-8.5,-9.324324324324325,270.0
7060,-10.0,-15.91891891891892,417.0
7061,-10.0,-18.91891891891892,515.0
7062,-8.0,-9.405405405405405,284.0
7063,-8.0,-12.18918918918919,356.0
7064,-8.0,-16.243243243243242,426.0
7065,-109.0,-16.243243243243242,248.0
7066,-8.0,-8.027027027027026,245.0
7067,-8.0,-8.027027027027026,245.0
7068,-8.0,-9.702702702702704,296.0
7069,-8.0,-9.702702702702704,296.0
7070,-8.0,-9.162162162162161,282.0
7071,-8.0,-9.162162162162161,282.0
7072,-8.0,-9.891891891891891,290.0
7073,-8.0,-21.27027027027027,518.0
7074,-8.0,-21.27027027027027,518.0
7075,-9.5,-8.743243243243244,253.0
7076,-8.5,-11.81081081081081,364.0
7077,-8.5,-11.81081081081081,364.0
7078,-10.0,-29.054054054054053,710.0
7079,-8.0,-18.62162162162162,483.0
7080,-8.0,-10.945945945945946,328.0
7081,-9.0,-8.81081081081081,261.0
7082,-9.0,-8.81081081081081,261.0
7083,-7.5,-8.013513513513514,245.0
7084,-7.5,-8.013513513513514,245.0
7085,-8.0,-24.89189189189189,604.0
7086,-8.0,-24.89189189189189,604.0
7087,-7.5,-8.121621621621621,245.0
7088,-8.0,-21.243243243243242,523.0
7089,-8.0,-17.45945945945946,455.0
7090,-9.0,-8.756756756756756,254.0
7091,-8.0,-10.81081081081081,329.0
7092,-8.0,-10.81081081081081,329.0
7093,-8.0,-19.37837837837838,498.0
7094,-8.0,-20.027027027027028,493.0
7095,-8.0,-11.297297297297296,337.0
7096,-8.0,-15.513513513513514,417.0
7097,-8.0,-15.513513513513514,417.0
7098,-8.0,-38.7027027027027,810.0
7099,-8.0,-12.08108108108108,352.0
7100,-9.0,-8.54054054054054,250.0
7101,-9.0,-8.54054054054054,250.0
7102,-109.5,-16.22972972972973,245.0
7103,-8.0,-27.513513513513512,663.0
7104,-108.0,-26.972972972972972,245.0
7105,-8.0,-11.567567567567568,331.0
7106,-8.0,-16.216216216216218,430.0
7107,-8.0,-12.0,355.0
7108,-8.0,-8.756756756756756,265.0
7109,-8.0,-12.513513513513514,365.0
7110,-8.0,-10.35135135135135,312.0
7111,-8.0,-10.35135135135135,312.0
7112,-8.0,-9.756756756756756,299.0
7113,-8.0,-9.756756756756756,299.0
7114,-8.0,-13.162162162162161,370.0
7115,-8.0,-13.162162162162161,370.0
7116,-8.0,-12.27027027027027,357.0
7117,-8.0,-12.27027027027027,357.0
7118,-8.0,-9.513513513513514,285.0
7119,-8.0,-9.513513513513514,285.0
7120,-108.0,-65.1891891891892,245.0
7121,-8.0,-27.405405405405407,642.0
7122,-8.0,-20.91891891891892,567.0
7123,-10.0,-15.783783783783784,428.0
7124,-10.0,-15.783783783783784,428.0
7125,-9.0,-8.54054054054054,261.0
7126,-9.0,-8.54054054054054,261.0
7127,-10.0,-16.54054054054054,455.0
7128,-7.5,-8.256756756756756,249.0
7129,-8.0,-10.027027027027026,320.0
7130,-9.0,-8.702702702702704,259.0
7131,-8.0,-21.405405405405407,519.0
7132,-8.0,-14.45945945945946,402.0
7133,-7.0,-8.162162162162161,248.0
7134,-8.0,-19.756756756756758,494.0
7135,-8.0,-13.243243243243244,388.0
7136,-8.0,-13.243243243243244,388.0
7137,-8.0,-12.35135135135135,352.0
7138,-8.0,-12.35135135135135,352.0
7139,-106.5,-54.067567567567565,245.0
7140,-106.5,-54.067567567567565,245.0
7141,-8.5,-9.283783783783784,268.0
7142,-8.5,-9.283783783783784,268.0
7143,-8.0,-17.83783783783784,460.0
7144,-8.0,-17.83783783783784,460.0
7145,-8.0,-12.405405405405405,347.0
7146,-8.0,-12.405405405405405,347.0
7147,-8.0,-16.54054054054054,423.0
7148,-8.0,-16.54054054054054,423.0
7149,-109.0,-21.89189189189189,245.0
7150,-109.0,-21.89189189189189,245.0
7151,-108.0,-54.027027027027025,245.0
7152,-108.0,-54.027027027027025,245.0
7153,-107.5,-27.06756756756757,245.0
7154,-8.0,-22.35135135135135,548.0
7155,-109.5,-16.33783783783784,248.0
7156,-8.0,-23.27027027027027,577.0
7157,-8.0,-17.243243243243242,456.0
7158,-8.0,-29.945945945945947,665.0
7159,-8.0,-10.405405405405405,310.0
7160,-8.0,-21.054054054054053,504.0
7161,-8.0,-12.756756756756756,375.0
7162,-8.0,-13.216216216216216,375.0
7163,-107.5,-86.52702702702703,245.0
7164,-8.0,-10.27027027027027,317.0
7165,-8.5,-14.013513513513514,450.0
7166,-8.5,-14.013513513513514,450.0
7167,-8.0,-9.72972972972973,308.0
7168,-8.0,-9.72972972972973,308.0
7169,-109.0,-16.405405405405407,248.0
7170,-7.0,-14.486486486486486,422.0
7171,-7.0,-17.054054054054053,465.0
7172,-8.5,-8.662162162162161,264.0
7173,-7.5,-16.14864864864865,455.0
7174,-7.0,-12.108108108108109,361.0
7175,-9.0,-8.81081081081081,259.0
7176,-7.0,-11.945945945945946,350.0
7177,-7.0,-14.324324324324325,427.0
7178,-7.0,-31.243243243243242,736.0
7179,-7.0,-9.864864864864865,301.0
7180,-107.0,-81.27027027027027,245.0
7181,-7.0,-15.08108108108108,415.0
7182,-7.0,-11.756756756756756,337.0
7183,-9.0,-8.702702702702704,255.0
7184,-7.0,-11.702702702702704,347.0
7185,-7.0,-11.702702702702704,347.0
7186,-7.0,-8.45945945945946,261.0
7187,-7.0,-11.45945945945946,349.0
7188,-7.0,-9.08108108108108,267.0
7189,-7.5,-8.202702702702704,245.0
7190,-7.5,-8.202702702702704,245.0
7191,-7.0,-16.0,450.0
7192,-7.0,-9.027027027027026,276.0
7193,-7.0,-12.486486486486486,375.0
7194,-7.0,-12.486486486486486,375.0
7195,-8.0,-9.432432432432432,274.0
7196,-8.0,-9.432432432432432,274.0
7197,-8.0,-11.45945945945946,337.0
7198,-8.0,-17.756756756756758,450.0
7199,-107.5,-54.28378378378378,245.0
7200,-8.0,-9.18918918918919,296.0
7201,-8.0,-10.405405405405405,310.0
7202,-8.0,-25.945945945945947,598.0
7203,-8.5,-8.77027027027027,265.0
7204,-8.0,-13.837837837837839,402.0
7205,-8.0,-13.837837837837839,402.0
7206,-8.0,-12.64864864864865,376.0
