,id,game_date,season,home_team,away_team,home_is_winner,lowvig_home,lowvig_away,bovada_home,bovada_away,betonlineag_home,betonlineag_away,unibet_home,unibet_away,sport888_home,sport888_away,draftkings_home,draftkings_away,pinnacle_home,pinnacle_away,mybookieag_home,mybookieag_away,lowvig_home_prob,bovada_home_prob,betonlineag_home_prob,unibet_home_prob,sport888_home_prob,draftkings_home_prob,pinnacle_home_prob,mybookieag_home_prob,lowvig_away_prob,bovada_away_prob,betonlineag_away_prob,unibet_away_prob,sport888_away_prob,draftkings_away_prob,pinnacle_away_prob,mybookieag_away_prob,lowvig_home_prob_norm,bovada_home_prob_norm,betonlineag_home_prob_norm,unibet_home_prob_norm,sport888_home_prob_norm,draftkings_home_prob_norm,pinnacle_home_prob_norm,mybookieag_home_prob_norm,lowvig_away_prob_norm,bovada_away_prob_norm,betonlineag_away_prob_norm,unibet_away_prob_norm,sport888_away_prob_norm,draftkings_away_prob_norm,pinnacle_away_prob_norm,mybookieag_away_prob_norm
11512,3950,2021-09-08,2021,Houston Astros,Seattle Mariners,0,-200.0,185.0,-204.0,175.0,-204.0,185.0,-222.0,175.0,-204.0,175.0,-222.0,180.0,-204.0,186.0,-200.0,170.0,0.6666666666666666,0.6710526315789473,0.6710526315789473,0.6894409937888198,0.6710526315789473,0.6894409937888198,0.6710526315789473,0.6666666666666666,0.3508771929824561,0.36363636363636365,0.3508771929824561,0.36363636363636365,0.36363636363636365,0.35714285714285715,0.34965034965034963,0.37037037037037035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11520,3952,2021-09-08,2021,Arizona Diamondbacks,Texas Rangers,0,-156.0,145.0,-161.0,140.0,-159.0,145.0,-154.0,130.0,-154.0,130.0,-164.0,145.0,-159.0,146.0,-164.0,140.0,0.609375,0.6168582375478927,0.6138996138996139,0.6062992125984252,0.6062992125984252,0.6212121212121212,0.6138996138996139,0.6212121212121212,0.40816326530612246,0.4166666666666667,0.40816326530612246,0.43478260869565216,0.43478260869565216,0.40816326530612246,0.4065040650406504,0.4166666666666667,0.7187500000000001,0.7368391089249828,0.7253442803794092,0.6015666902541592,0.6676962807301824,0.6800529567519861,0.7308382044027297,0.7744755244755246,0.27462930337010694,0.2515290519877676,0.27462930337010694,0.35974754558204763,0.35974754558204763,0.24520255863539453,0.2684905180453891,0.22683397683397694
11522,3953,2021-09-08,2021,Cleveland Indians,Minnesota Twins,0,-125.0,115.0,-141.0,120.0,-125.0,115.0,-143.0,115.0,-133.0,115.0,-135.0,115.0,-130.0,120.0,-130.0,110.0,0.5555555555555556,0.5850622406639004,0.5555555555555556,0.588477366255144,0.5708154506437768,0.574468085106383,0.5652173913043478,0.5652173913043478,0.46511627906976744,0.45454545454545453,0.46511627906976744,0.46511627906976744,0.46511627906976744,0.46511627906976744,0.45454545454545453,0.47619047619047616,0.45454545454545475,0.5824419056309461,0.44496487119437955,0.5161605668506387,0.48559954735520205,0.4608551952076021,0.5015695676891513,0.4966555183946487,0.5476619247438759,0.4311926605504585,0.5476619247438759,0.5131282820705176,0.5131282820705176,0.5189170426935092,0.4953650057937428,0.518477661334804
11526,3954,2021-09-08,2021,Pittsburgh Pirates,Detroit Tigers,0,-118.0,108.0,-120.0,100.0,-119.0,108.0,-118.0,100.0,-118.0,100.0,-125.0,105.0,-119.0,110.0,-125.0,105.0,0.5412844036697247,0.5454545454545454,0.54337899543379,0.5412844036697247,0.5412844036697247,0.5555555555555556,0.54337899543379,0.5555555555555556,0.4807692307692308,0.5,0.4807692307692308,0.5,0.5,0.4878048780487805,0.47619047619047616,0.4878048780487805,0.384487072560467,0.39011211670944196,0.3864489429277214,0.29000173298393567,0.334051151951385,0.37216828478964425,0.39872177269671183,0.44871794871794896,0.6227021403938782,0.6467889908256879,0.6227021403938782,0.6895161290322581,0.6895161290322581,0.6279577721150347,0.5975831815924516,0.5753837461154533
11530,3955,2021-09-08,2021,Miami Marlins,New York Mets,1,102.0,-112.0,100.0,-120.0,102.0,-112.0,102.0,-120.0,102.0,-120.0,100.0,-120.0,103.0,-111.0,-105.0,-115.0,0.49504950495049505,0.5,0.49504950495049505,0.49504950495049505,0.49504950495049505,0.5,0.49261083743842365,0.5121951219512195,0.5283018867924528,0.5454545454545454,0.5283018867924528,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5260663507109005,0.5348837209302325,0.15751575157515751,0.1693907875185736,0.15419574744359682,0.0684341473643643,0.09678138231829625,0.11165048543689333,0.15962943566793714,0.23358348968105078,0.850573587701944,0.862385321100917,0.850573587701944,0.9193548387096774,0.9193548387096774,0.9050203527815468,0.8331209876272015,0.8060518990751545
11538,3957,2021-09-08,2021,New York Yankees,Toronto Blue Jays,0,-112.0,103.0,-125.0,105.0,-114.0,102.0,-127.0,108.0,-127.0,108.0,-120.0,100.0,-114.0,105.0,-120.0,100.0,0.5283018867924528,0.5555555555555556,0.5327102803738317,0.5594713656387665,0.5594713656387665,0.5454545454545454,0.5327102803738317,0.5454545454545454,0.49261083743842365,0.4878048780487805,0.49504950495049505,0.4807692307692308,0.4807692307692308,0.5,0.4878048780487805,0.5,0.3207547169811321,0.43916130097407974,0.3351791459651117,0.3771575690485137,0.42738359986968305,0.3248014121800529,0.3484775228066071,0.3986013986013985,0.6794707764415575,0.5889460729469678,0.6911617430731587,0.5922766749379654,0.5922766749379654,0.6865671641791046,0.6524319588502954,0.635135135135135
11542,3958,2021-09-08,2021,Boston Red Sox,Tampa Bay Rays,1,-106.0,-104.0,-110.0,-110.0,-106.0,-104.0,-114.0,-106.0,-114.0,-106.0,-110.0,-110.0,-104.0,-104.0,-110.0,-110.0,0.5145631067961165,0.5238095238095238,0.5145631067961165,0.5327102803738317,0.5327102803738317,0.5238095238095238,0.5098039215686274,0.5238095238095238,0.5098039215686274,0.5238095238095238,0.5098039215686274,0.5145631067961165,0.5145631067961165,0.5238095238095238,0.5098039215686274,0.5238095238095238,0.2533097969991174,0.28500672185664777,0.24797071462677064,0.24891268877488218,0.2900501848123327,0.22330097087378667,0.24060016274844195,0.2912087912087914,0.7618943835407447,0.7597204019222367,0.7618943835407447,0.7631537738803633,0.7631537738803633,0.8009950248756221,0.7563219957739759,0.7517926089354661
11550,3960,2021-09-08,2021,Chicago Cubs,Cincinnati Reds,1,116.0,-127.0,115.0,-135.0,116.0,-127.0,108.0,-128.0,110.0,-128.0,110.0,-130.0,118.0,-128.0,115.0,-135.0,0.46296296296296297,0.46511627906976744,0.46296296296296297,0.4807692307692308,0.47619047619047616,0.47619047619047616,0.45871559633027525,0.46511627906976744,0.5594713656387665,0.574468085106383,0.5594713656387665,0.5614035087719298,0.5614035087719298,0.5652173913043478,0.5614035087719298,0.574468085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11554,3961,2021-09-08,2021,Milwaukee Brewers,Philadelphia Phillies,1,-154.0,143.0,-161.0,141.0,-156.0,143.0,-175.0,145.0,-175.0,145.0,-161.0,140.0,-154.0,142.0,-164.0,140.0,0.6062992125984252,0.6168582375478927,0.609375,0.6363636363636364,0.6363636363636364,0.6168582375478927,0.6062992125984252,0.6212121212121212,0.411522633744856,0.4149377593360996,0.411522633744856,0.40816326530612246,0.40816326530612246,0.4166666666666667,0.4132231404958678,0.4166666666666667,0.7036506800286331,0.7368391089249828,0.7036007025761125,0.7456418795857834,0.8219818766442561,0.6596362013168174,0.6950441598438628,0.7744755244755246,0.2907341081973663,0.2433286383189311,0.2907341081973663,0.22514812376563534,0.22514812376563534,0.2860696517412937,0.30022121563257154,0.22683397683397694
11562,3964,2021-09-08,2021,Oakland Athletics,Chicago White Sox,1,-164.0,152.0,-164.0,142.0,-167.0,152.0,-172.0,138.0,-161.0,138.0,-169.0,150.0,-167.0,153.0,-169.0,145.0,0.6212121212121212,0.6212121212121212,0.6254681647940075,0.6323529411764706,0.6168582375478927,0.6282527881040892,0.6254681647940075,0.6282527881040892,0.3968253968253968,0.4132231404958678,0.3968253968253968,0.42016806722689076,0.42016806722689076,0.4,0.3952569169960474,0.40816326530612246,0.7768595041322316,0.7579809986942232,0.7809383469726073,0.726421765042594,0.7218834312747164,0.7130688995560691,0.7853202257837169,0.8094080640549045,0.2202755870781065,0.23519599666388652,0.2202755870781065,0.28584982380048796,0.28584982380048796,0.20597014925373147,0.2153760894755404,0.1851705933338587
11566,3966,2021-09-09,2021,Oakland Athletics,Chicago White Sox,1,-137.0,127.0,-137.0,115.0,-137.0,127.0,-143.0,115.0,-132.0,115.0,-141.0,120.0,-135.0,125.0,-141.0,120.0,0.5780590717299579,0.5780590717299579,0.5780590717299579,0.588477366255144,0.5689655172413793,0.5850622406639004,0.574468085106383,0.5850622406639004,0.44052863436123346,0.46511627906976744,0.44052863436123346,0.46511627906976744,0.46511627906976744,0.45454545454545453,0.4444444444444444,0.45454545454545453,0.6719291612956124,0.5866747585804841,0.6719291612956124,0.5844660194174757,0.5252873563218391,0.6386902893690426,0.6341905770365189,0.6290577203440274,0.3214625101959383,0.4058576513972673,0.3214625101959383,0.44071673656118954,0.45110316040548604,0.35661612884195626,0.3569553805774278,0.35661612884195626
11568,3967,2021-09-09,2021,Cleveland Indians,Minnesota Twins,1,-139.0,129.0,-137.0,115.0,-141.0,129.0,-149.0,120.0,-139.0,120.0,-135.0,115.0,-133.0,123.0,-141.0,120.0,0.5815899581589958,0.5780590717299579,0.5850622406639004,0.5983935742971888,0.5815899581589958,0.574468085106383,0.5708154506437768,0.5850622406639004,0.4366812227074236,0.46511627906976744,0.4366812227074236,0.45454545454545453,0.45454545454545453,0.46511627906976744,0.4484304932735426,0.45454545454545453,0.6843857322025172,0.5866747585804841,0.6966355550445772,0.6172183881155691,0.5665271966527197,0.603614106674439,0.6215903405021763,0.6290577203440274,0.3078531137166196,0.4058576513972673,0.3078531137166196,0.4053651266766021,0.41491841491841497,0.39297949081689637,0.37059610091144546,0.35661612884195626
11572,3968,2021-09-09,2021,Miami Marlins,New York Mets,1,158.0,-172.0,142.0,-172.0,158.0,-172.0,143.0,-172.0,145.0,-167.0,155.0,-179.0,156.0,-172.0,150.0,-179.0,0.3875968992248062,0.4132231404958678,0.3875968992248062,0.411522633744856,0.40816326530612246,0.39215686274509803,0.390625,0.4,0.6323529411764706,0.6323529411764706,0.6323529411764706,0.6323529411764706,0.6254681647940075,0.6415770609318996,0.6323529411764706,0.6415770609318996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11576,3969,2021-09-09,2021,Baltimore Orioles,Kansas City Royals,0,-110.0,100.0,-114.0,-108.0,-111.0,100.0,-109.0,-108.0,-109.0,-108.0,-115.0,-105.0,-106.0,-102.0,-115.0,-105.0,0.5238095238095238,0.5327102803738317,0.5260663507109005,0.5215311004784688,0.5215311004784688,0.5348837209302325,0.5145631067961165,0.5348837209302325,0.5,0.5192307692307693,0.5,0.5192307692307693,0.5192307692307693,0.5121951219512195,0.504950495049505,0.5121951219512195,0.48054284686166665,0.42527189561495,0.488504678794411,0.36334835323082615,0.37033492822966485,0.4725542612573928,0.427540581253626,0.4584924817482955,0.5318297562750092,0.598110413875767,0.5318297562750092,0.6216897856242121,0.6363412228796846,0.554929488295532,0.5640140871327805,0.554929488295532
11580,3970,2021-09-09,2021,Philadelphia Phillies,Colorado Rockies,0,-185.0,170.0,-196.0,160.0,-185.0,170.0,-208.0,165.0,-204.0,165.0,-196.0,165.0,-182.0,165.0,-196.0,165.0,0.6491228070175439,0.6621621621621622,0.6491228070175439,0.6753246753246753,0.6710526315789473,0.6621621621621622,0.6453900709219859,0.6621621621621622,0.37037037037037035,0.38461538461538464,0.37037037037037035,0.37735849056603776,0.37735849056603776,0.37735849056603776,0.37735849056603776,0.37735849056603776,0.9226340410219505,0.8860097391625681,0.9226340410219505,0.871315092674316,0.8587719298245613,0.8939603689454791,0.8788451697450012,0.891133337079283,0.07329264513695215,0.11986180638792936,0.07329264513695215,0.14723167336838866,0.15070149975810368,0.09109497630795996,0.12737948363509538,0.09109497630795996
11584,3971,2021-09-09,2021,New York Yankees,Toronto Blue Jays,0,-116.0,106.0,-115.0,-105.0,-116.0,106.0,-119.0,102.0,-119.0,102.0,-115.0,-105.0,-114.0,105.0,-120.0,100.0,0.5370370370370371,0.5348837209302325,0.5370370370370371,0.54337899543379,0.54337899543379,0.5348837209302325,0.5327102803738317,0.5454545454545454,0.4854368932038835,0.5121951219512195,0.4854368932038835,0.49504950495049505,0.49504950495049505,0.5121951219512195,0.4878048780487805,0.5,0.5272080284674745,0.4330074827783133,0.5272080284674745,0.43551004122888687,0.4417047184170472,0.4725542612573928,0.49014161123619726,0.4944244944244942,0.4803158783246866,0.5731148420558451,0.4803158783246866,0.5408212952442786,0.5535668951510536,0.554929488295532,0.5053398017718623,0.5129785853341987
11588,3972,2021-09-09,2021,Atlanta Braves,Washington Nationals,1,-204.0,186.0,-227.0,185.0,-204.0,186.0,-250.0,200.0,-250.0,200.0,-227.0,185.0,-213.0,194.0,-227.0,185.0,0.6710526315789473,0.6941896024464832,0.6710526315789473,0.7142857142857143,0.7142857142857143,0.6941896024464832,0.6805111821086262,0.6941896024464832,0.34965034965034963,0.3508771929824561,0.34965034965034963,0.3333333333333333,0.3333333333333333,0.3508771929824561,0.3401360544217687,0.3508771929824561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11608,3977,2021-09-10,2021,Detroit Tigers,Tampa Bay Rays,1,149.0,-161.0,144.0,-175.0,149.0,-164.0,155.0,-189.0,155.0,-182.0,150.0,-169.0,153.0,-167.0,150.0,-179.0,0.40160642570281124,0.4098360655737705,0.40160642570281124,0.39215686274509803,0.39215686274509803,0.4,0.3952569169960474,0.4,0.6168582375478927,0.6363636363636364,0.6212121212121212,0.6539792387543253,0.6453900709219859,0.6282527881040892,0.6254681647940075,0.6415770609318996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11614,3979,2021-09-10,2021,Cleveland Indians,Milwaukee Brewers,0,130.0,-141.0,130.0,-154.0,129.0,-143.0,130.0,-164.0,130.0,-152.0,135.0,-154.0,136.0,-147.0,135.0,-161.0,0.43478260869565216,0.43478260869565216,0.4366812227074236,0.43478260869565216,0.43478260869565216,0.425531914893617,0.423728813559322,0.425531914893617,0.5850622406639004,0.6062992125984252,0.588477366255144,0.6212121212121212,0.6031746031746031,0.6062992125984252,0.5951417004048583,0.6168582375478927,0.1296310142435231,0.09886628239874785,0.13461533214059307,0.15053174851423207,0.1606231297306812,0.09574468085106379,0.10855645285448358,0.09574468085106379,0.8757228098220258,0.8805774278215225,0.8741944944033094,0.8815449753613548,0.8424981575256161,0.9148698244006206,0.8853256823070154,0.9088561446149174
11622,3981,2021-09-10,2021,Houston Astros,Los Angeles Angels,1,-192.0,177.0,-196.0,160.0,-196.0,177.0,-208.0,165.0,-192.0,165.0,-200.0,170.0,-192.0,177.0,-200.0,170.0,0.6575342465753424,0.6621621621621622,0.6621621621621622,0.6753246753246753,0.6575342465753424,0.6666666666666666,0.6575342465753424,0.6666666666666666,0.36101083032490977,0.38461538461538464,0.36101083032490977,0.37735849056603776,0.37735849056603776,0.37037037037037035,0.36101083032490977,0.37037037037037035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11630,3984,2021-09-10,2021,St. Louis Cardinals,Cincinnati Reds,0,110.0,-120.0,108.0,-130.0,111.0,-122.0,117.0,-137.0,117.0,-137.0,110.0,-130.0,113.0,-123.0,110.0,-130.0,0.47619047619047616,0.4807692307692308,0.47393364928909953,0.4608294930875576,0.4608294930875576,0.47619047619047616,0.4694835680751174,0.47619047619047616,0.5454545454545454,0.5652173913043478,0.5495495495495496,0.5780590717299579,0.5780590717299579,0.5652173913043478,0.5515695067264574,0.5652173913043478,0.29142611472792035,0.28111703923819814,0.27758829864631285,0.24251566488744492,0.25877348457993626,0.2857142857142856,0.283008261515141,0.2857142857142856,0.7209129736025988,0.7173913043478259,0.7245879472072453,0.7255442062043342,0.7487945297244007,0.7555653566703032,0.7205649137472298,0.718444742386516
11634,3985,2021-09-10,2021,Oakland Athletics,Texas Rangers,1,-169.0,156.0,-179.0,145.0,-169.0,156.0,-179.0,150.0,-179.0,150.0,-169.0,150.0,-167.0,154.0,-179.0,150.0,0.6282527881040892,0.6415770609318996,0.6282527881040892,0.6415770609318996,0.6415770609318996,0.6282527881040892,0.6254681647940075,0.6415770609318996,0.390625,0.40816326530612246,0.390625,0.4,0.4,0.4,0.3937007874015748,0.4,0.8855870441461803,0.9184186593912157,0.869857503354707,0.8808211495319871,0.9398698358800226,0.8559479553903347,0.8777397885178622,0.9059139784946236,0.11574934448829532,0.09353741496598636,0.11381253941559799,0.08185036582487608,0.08447329006490262,0.11489588894821157,0.12361145945258302,0.10925110132158607
11650,3989,2021-09-11,2021,Oakland Athletics,Texas Rangers,0,-182.0,166.0,-189.0,156.0,-182.0,166.0,-192.0,160.0,-192.0,160.0,-179.0,155.0,-179.0,163.0,-189.0,160.0,0.6453900709219859,0.6539792387543253,0.6453900709219859,0.6575342465753424,0.6575342465753424,0.6415770609318996,0.6415770609318996,0.6539792387543253,0.37593984962406013,0.390625,0.37593984962406013,0.38461538461538464,0.38461538461538464,0.39215686274509803,0.38022813688212925,0.38461538461538464,0.8136679604006437,0.8170703575547866,0.8020156774916014,0.830114712106025,0.8315616438356163,0.7776965124335976,0.8025513766992597,0.8246473249933458,0.18577952163499303,0.18772779986746194,0.18577952163499303,0.17213372458604081,0.17213372458604081,0.18975332068311201,0.19369675776365114,0.15384615384615397
11692,3994,2021-09-11,2021,Cleveland Indians,Milwaukee Brewers,0,173.0,-189.0,160.0,-196.0,173.0,-189.0,163.0,-192.0,165.0,-192.0,170.0,-200.0,173.0,-189.0,170.0,-200.0,0.3663003663003663,0.38461538461538464,0.3663003663003663,0.38022813688212925,0.37735849056603776,0.37037037037037035,0.3663003663003663,0.37037037037037035,0.6539792387543253,0.6621621621621622,0.6539792387543253,0.6575342465753424,0.6575342465753424,0.6666666666666666,0.6539792387543253,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11696,3995,2021-09-11,2021,Pittsburgh Pirates,Washington Nationals,1,121.0,-132.0,110.0,-132.0,121.0,-132.0,112.0,-132.0,112.0,-132.0,115.0,-135.0,120.0,-130.0,115.0,-135.0,0.45248868778280543,0.47619047619047616,0.45248868778280543,0.4716981132075472,0.4716981132075472,0.46511627906976744,0.45454545454545453,0.46511627906976744,0.5689655172413793,0.5689655172413793,0.5689655172413793,0.5689655172413793,0.5689655172413793,0.574468085106383,0.5652173913043478,0.574468085106383,0.25127646985778046,0.2777777777777776,0.24767801857585145,0.27381500230096645,0.27999999999999997,0.2716878503635456,0.2572728401612047,0.2754919499105546,0.7510427813325763,0.7212129521720254,0.7510427813325763,0.7313374988255193,0.7313374988255193,0.72786547700755,0.7385619093536365,0.7234042553191492
11700,3996,2021-09-11,2021,Houston Astros,Los Angeles Angels,0,-233.0,212.0,-238.0,195.0,-238.0,212.0,-250.0,205.0,-250.0,205.0,-250.0,200.0,-233.0,209.0,-250.0,200.0,0.6996996996996997,0.7041420118343196,0.7041420118343196,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.6996996996996997,0.7142857142857143,0.32051282051282054,0.3389830508474576,0.32051282051282054,0.32786885245901637,0.32786885245901637,0.3333333333333333,0.32362459546925565,0.3333333333333333,0.9720041660933253,0.9692307692307693,0.9708502024291499,1.0,1.0,0.9861916126832596,0.9720041660933253,1.0,0.023465029798152105,0.033246846603991895,0.023465029798152105,0.0,0.0,0.016129032258064533,0.0269773595543726,0.0
11704,3997,2021-09-11,2021,Minnesota Twins,Kansas City Royals,1,-128.0,118.0,-135.0,113.0,-128.0,118.0,-141.0,117.0,-141.0,117.0,-135.0,115.0,-127.0,117.0,-135.0,115.0,0.5614035087719298,0.574468085106383,0.5614035087719298,0.5850622406639004,0.5850622406639004,0.574468085106383,0.5594713656387665,0.574468085106383,0.45871559633027525,0.4694835680751174,0.45871559633027525,0.4608294930875576,0.4608294930875576,0.46511627906976744,0.4608294930875576,0.46511627906976744,0.5688105772938492,0.5758865248226951,0.5606648199445983,0.6131700570117735,0.6164647302904565,0.5852587213730769,0.5631775391117547,0.5934533551554829,0.4281829749405907,0.4236241393579058,0.4281829749405907,0.40331998141614045,0.40331998141614045,0.4051012753188298,0.43109903447640274,0.39534883720930236
11708,3999,2021-09-11,2021,St. Louis Cardinals,Cincinnati Reds,1,102.0,-112.0,102.0,-122.0,102.0,-112.0,100.0,-120.0,100.0,-116.0,100.0,-120.0,104.0,-112.0,100.0,-120.0,0.49504950495049505,0.49504950495049505,0.49504950495049505,0.5,0.5,0.5,0.49019607843137253,0.5,0.5283018867924528,0.5495495495495496,0.5283018867924528,0.5454545454545454,0.5370370370370371,0.5454545454545454,0.5283018867924528,0.5454545454545454,0.37535977613656063,0.33498349834983493,0.36998436685773844,0.3585365853658537,0.36399999999999993,0.3717183770883056,0.36120992542055935,0.3769230769230769,0.6319619534694755,0.663132317207864,0.6319619534694755,0.660019816695566,0.6344863255626201,0.6422287390029325,0.6298314210627524,0.6363636363636364
11712,4000,2021-09-11,2021,Atlanta Braves,Miami Marlins,0,-244.0,220.0,-250.0,205.0,-250.0,220.0,-250.0,205.0,-250.0,205.0,-256.0,205.0,-244.0,218.0,-250.0,200.0,0.7093023255813954,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7191011235955056,0.7093023255813954,0.7142857142857143,0.3125,0.32786885245901637,0.3125,0.32786885245901637,0.32786885245901637,0.32786885245901637,0.31446540880503143,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11716,4001,2021-09-11,2021,New York Mets,New York Yankees,0,112.0,-122.0,108.0,-130.0,112.0,-122.0,112.0,-132.0,112.0,-130.0,105.0,-125.0,111.0,-120.0,100.0,-120.0,0.4716981132075472,0.4807692307692308,0.4716981132075472,0.4716981132075472,0.4716981132075472,0.4878048780487805,0.47393364928909953,0.5,0.5495495495495496,0.5652173913043478,0.5495495495495496,0.5689655172413793,0.5652173913043478,0.5555555555555556,0.5454545454545454,0.5454545454545454,0.3072803057105169,0.29166666666666663,0.30287984111221455,0.27381500230096645,0.27999999999999997,0.3367483555503813,0.31379786638637513,0.3769230769230769,0.6941843680285733,0.7100008643789436,0.6941843680285733,0.7313374988255193,0.7199680132685701,0.6720430107526884,0.6803526580463954,0.6363636363636364
11720,4002,2021-09-11,2021,Los Angeles Dodgers,San Diego Padres,1,-200.0,184.0,-204.0,168.0,-204.0,184.0,-204.0,170.0,-204.0,170.0,-208.0,175.0,-200.0,182.0,-208.0,175.0,0.6666666666666666,0.6710526315789473,0.6710526315789473,0.6710526315789473,0.6710526315789473,0.6753246753246753,0.6666666666666666,0.6753246753246753,0.352112676056338,0.373134328358209,0.352112676056338,0.37037037037037035,0.37037037037037035,0.36363636363636365,0.3546099290780142,0.36363636363636365,0.8756984974543647,0.8688596491228069,0.8757617728531855,0.8705819426615318,0.8716842105263156,0.8744692062114497,0.8756984974543647,0.8867132867132866,0.11600317548100501,0.13540646667260134,0.11600317548100501,0.1289232011302856,0.1289232011302856,0.10557184750733148,0.11824119294044169,0.090909090909091
11728,4004,2021-09-12,2021,Detroit Tigers,Tampa Bay Rays,1,134.0,-145.0,122.0,-145.0,134.0,-145.0,132.0,-156.0,132.0,-156.0,125.0,-145.0,130.0,-141.0,125.0,-145.0,0.42735042735042733,0.45045045045045046,0.42735042735042733,0.43103448275862066,0.43103448275862066,0.4444444444444444,0.43478260869565216,0.4444444444444444,0.5918367346938775,0.5918367346938775,0.5918367346938775,0.609375,0.609375,0.5918367346938775,0.5850622406639004,0.5918367346938775,0.23380566801619432,0.25188288085336974,0.2306605823554976,0.214784125599651,0.22069126576366171,0.2554299231491856,0.2549274698869301,0.23076923076923067,0.7670763624869474,0.7383345662358759,0.757750531636304,0.7722922401927047,0.7722922401927047,0.7261009667024704,0.7349371533587601,0.7474079743928745
11732,4005,2021-09-12,2021,Pittsburgh Pirates,Washington Nationals,0,109.0,-119.0,105.0,-125.0,109.0,-119.0,108.0,-127.0,108.0,-127.0,105.0,-125.0,112.0,-120.0,105.0,-125.0,0.4784688995215311,0.4878048780487805,0.4784688995215311,0.4807692307692308,0.4807692307692308,0.4878048780487805,0.4716981132075472,0.4878048780487805,0.54337899543379,0.5555555555555556,0.54337899543379,0.5594713656387665,0.5594713656387665,0.5555555555555556,0.5454545454545454,0.5555555555555556,0.36092923696801815,0.3463755295358766,0.3560741221312141,0.3386980442148344,0.3480131498580821,0.36044989155198676,0.344768153575436,0.345386320996077,0.6453261963033745,0.6455816157308695,0.6374805589659096,0.646485624456161,0.646485624456161,0.6376155442369364,0.6387327893056206,0.6535151810358826
11736,4006,2021-09-12,2021,Baltimore Orioles,Toronto Blue Jays,0,200.0,-217.0,185.0,-227.0,200.0,-222.0,190.0,-233.0,190.0,-233.0,195.0,-238.0,203.0,-227.0,180.0,-222.0,0.3333333333333333,0.3508771929824561,0.3333333333333333,0.3448275862068966,0.3448275862068966,0.3389830508474576,0.33003300330033003,0.35714285714285715,0.6845425867507886,0.6941896024464832,0.6894409937888198,0.6996996996996997,0.6996996996996997,0.7041420118343196,0.6941896024464832,0.6894409937888198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11740,4007,2021-09-12,2021,Philadelphia Phillies,Colorado Rockies,0,-278.0,247.0,-294.0,230.0,-278.0,247.0,-294.0,230.0,-278.0,230.0,-303.0,240.0,-278.0,247.0,-270.0,220.0,0.7354497354497355,0.7461928934010152,0.7354497354497355,0.7461928934010152,0.7354497354497355,0.7518610421836228,0.7354497354497355,0.7297297297297297,0.2881844380403458,0.30303030303030304,0.2881844380403458,0.30303030303030304,0.30303030303030304,0.29411764705882354,0.2881844380403458,0.3125,1.0,1.0,0.9865482916330375,1.0,1.0,1.0,0.986656335235136,0.9848799848799848,0.004149363743501047,0.0,0.004098917312999361,0.0,0.0,0.0,0.013841415474303398,0.02450681928884557
11746,4009,2021-09-12,2021,Atlanta Braves,Miami Marlins,1,-278.0,249.0,-278.0,225.0,-286.0,249.0,-294.0,230.0,-278.0,230.0,-303.0,235.0,-286.0,254.0,-278.0,230.0,0.7354497354497355,0.7354497354497355,0.7409326424870466,0.7461928934010152,0.7354497354497355,0.7518610421836228,0.7409326424870466,0.7354497354497355,0.28653295128939826,0.3076923076923077,0.28653295128939826,0.30303030303030304,0.30303030303030304,0.29850746268656714,0.2824858757062147,0.30303030303030304,1.0,0.9728238520759359,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.011918429828877612,0.0,0.0,0.0,0.010706231153232052,0.0,0.0
